id,year,memnum,wrkslf,age,agekdbrn,degree,sex,class,polactions,racehisp
1311,2008,NA,Work For Someone Else,39,NA,College Degree,Male,Working,NA,White
1312,2008,NA,Work For Someone Else,29,NA,Some College,Male,Working,NA,White
1313,2008,NA,Work For Someone Else,83,28,Some College,Female,Upper,NA,White
1314,2008,NA,Self Employed,86,19,Less Than HS,Female,Lower,NA,White
1315,2008,NA,Work For Someone Else,60,25,HS Diploma,Male,Working,NA,White
1316,2008,NA,Work For Someone Else,19,NA,Less Than HS,Female,Middle,NA,White
1317,2008,NA,Work For Someone Else,87,20,HS Diploma,Female,Middle,NA,White
1318,2008,NA,Work For Someone Else,61,19,Some College,Female,Working,NA,White
1319,2008,NA,Work For Someone Else,80,19,HS Diploma,Female,Middle,NA,White
1320,2008,NA,Work For Someone Else,66,21,HS Diploma,Female,Lower,NA,White
1321,2008,NA,Self Employed,64,22,HS Diploma,Female,Lower,NA,White
1322,2008,NA,Work For Someone Else,34,28,Less Than HS,Male,Working,NA,Hispanic
1323,2008,NA,Work For Someone Else,83,27,College Degree,Male,Middle,NA,White
1324,2008,NA,Work For Someone Else,38,NA,HS Diploma,Male,Working,NA,White
1325,2008,NA,Work For Someone Else,19,NA,Less Than HS,Male,Working,NA,Hispanic
1326,2008,NA,Work For Someone Else,53,16,HS Diploma,Female,Working,NA,Black
1327,2008,NA,Work For Someone Else,83,NA,Less Than HS,Male,Working,NA,Hispanic
1328,2008,NA,Work For Someone Else,55,37,Less Than HS,Male,Working,NA,Hispanic
1329,2008,NA,Work For Someone Else,29,20,Less Than HS,Female,Working,NA,Black
1330,2008,NA,NA,30,25,Less Than HS,Female,Working,NA,Hispanic
1331,2008,NA,Work For Someone Else,26,25,Less Than HS,Male,Working,NA,Hispanic
1332,2008,NA,Work For Someone Else,22,20,Less Than HS,Female,Middle,NA,Hispanic
1333,2008,NA,Work For Someone Else,26,19,HS Diploma,Female,Middle,NA,Hispanic
1334,2008,NA,Self Employed,58,18,Grad/Prof Degree,Female,Middle,NA,White
1335,2008,NA,Work For Someone Else,54,29,HS Diploma,Female,Lower,NA,White
1336,2008,NA,Work For Someone Else,59,NA,Grad/Prof Degree,Female,Middle,NA,White
1337,2008,NA,Work For Someone Else,81,25,Less Than HS,Male,Working,NA,White
1338,2008,NA,Work For Someone Else,30,NA,Grad/Prof Degree,Male,Middle,NA,White
1339,2008,NA,Work For Someone Else,27,NA,Some College,Male,Middle,NA,White
1340,2008,NA,Work For Someone Else,57,18,Some College,Female,Middle,NA,White
1341,2008,NA,Work For Someone Else,24,NA,College Degree,Male,Working,NA,White
1342,2008,NA,Self Employed,37,20,Grad/Prof Degree,Female,Middle,NA,White
1343,2008,NA,Work For Someone Else,49,32,HS Diploma,Male,Middle,NA,White
1344,2008,NA,Work For Someone Else,51,20,HS Diploma,Female,Middle,NA,White
1345,2008,NA,Work For Someone Else,57,31,Some College,Male,Middle,NA,White
1346,2008,NA,Work For Someone Else,23,NA,College Degree,Male,Middle,NA,White
1347,2008,NA,Self Employed,31,20,Some College,Female,Working,NA,Black
1348,2008,NA,Work For Someone Else,38,21,HS Diploma,Male,Working,NA,White
1349,2008,NA,NA,19,NA,Less Than HS,Male,Working,NA,White
1350,2008,NA,Work For Someone Else,27,NA,HS Diploma,Male,Working,NA,Hispanic
1351,2008,NA,Work For Someone Else,22,NA,HS Diploma,Female,Working,NA,White
1352,2008,NA,NA,42,16,Less Than HS,Male,Upper,NA,Other
1353,2008,NA,Work For Someone Else,25,NA,College Degree,Female,Working,NA,White
1354,2008,NA,Self Employed,24,NA,College Degree,Female,Lower,NA,White
1355,2008,NA,Self Employed,51,NA,College Degree,Male,Middle,NA,White
1356,2008,NA,Self Employed,31,NA,HS Diploma,Male,Working,NA,White
1357,2008,NA,Work For Someone Else,23,NA,HS Diploma,Female,Working,NA,White
1358,2008,NA,Work For Someone Else,40,23,HS Diploma,Male,Working,NA,White
1359,2008,NA,Self Employed,46,31,College Degree,Male,Working,NA,White
1360,2008,NA,NA,79,20,Less Than HS,Female,Middle,NA,White
1361,2008,NA,Work For Someone Else,34,28,College Degree,Female,Lower,NA,Hispanic
1362,2008,NA,Work For Someone Else,61,16,HS Diploma,Female,Working,NA,White
1363,2008,NA,Work For Someone Else,54,NA,College Degree,Female,Middle,NA,White
1364,2008,NA,Work For Someone Else,74,21,Less Than HS,Male,Middle,NA,White
1365,2008,NA,Work For Someone Else,53,NA,Some College,Male,Middle,NA,White
1366,2008,NA,Work For Someone Else,23,NA,HS Diploma,Male,Working,NA,White
1367,2008,NA,Work For Someone Else,86,NA,Grad/Prof Degree,Female,Middle,NA,White
1368,2008,NA,Work For Someone Else,65,NA,HS Diploma,Male,Working,NA,White
1369,2008,NA,Work For Someone Else,67,19,College Degree,Female,Middle,NA,White
1370,2008,NA,Work For Someone Else,37,NA,HS Diploma,Female,Working,NA,White
1371,2008,NA,Work For Someone Else,49,18,HS Diploma,Female,Working,NA,White
1372,2008,NA,Work For Someone Else,37,23,HS Diploma,Female,Middle,NA,White
1373,2008,NA,Work For Someone Else,55,NA,HS Diploma,Female,Middle,NA,White
1374,2008,NA,Work For Someone Else,23,NA,College Degree,Female,Middle,NA,White
1375,2008,NA,Work For Someone Else,61,16,HS Diploma,Male,Working,NA,White
1376,2008,NA,Work For Someone Else,82,22,Some College,Male,Lower,NA,White
1377,2008,NA,Self Employed,82,25,Grad/Prof Degree,Male,Upper,NA,White
1378,2008,NA,Self Employed,84,24,HS Diploma,Male,Middle,NA,White
1379,2008,NA,Work For Someone Else,48,NA,HS Diploma,Female,Middle,NA,White
1380,2008,NA,Work For Someone Else,48,18,Some College,Male,Working,NA,Black
1381,2008,NA,Work For Someone Else,45,27,HS Diploma,Female,Middle,NA,White
1382,2008,NA,Work For Someone Else,33,NA,HS Diploma,Male,Middle,NA,Hispanic
1383,2008,NA,Self Employed,43,28,HS Diploma,Male,Middle,NA,Hispanic
1384,2008,NA,Work For Someone Else,58,28,HS Diploma,Female,Working,NA,White
1385,2008,NA,Work For Someone Else,53,25,College Degree,Female,Middle,NA,White
1386,2008,NA,Work For Someone Else,65,25,Some College,Female,Middle,NA,White
1387,2008,NA,Work For Someone Else,45,32,College Degree,Female,Working,NA,White
1388,2008,NA,Work For Someone Else,69,20,HS Diploma,Female,Middle,NA,White
1389,2008,NA,Work For Someone Else,24,21,HS Diploma,Male,Lower,NA,Other
1390,2008,NA,Work For Someone Else,82,19,HS Diploma,Female,Working,NA,White
1391,2008,NA,Work For Someone Else,32,18,Less Than HS,Female,Middle,NA,White
1392,2008,NA,Work For Someone Else,53,NA,HS Diploma,Male,Middle,NA,White
1393,2008,NA,Self Employed,34,NA,College Degree,Male,Working,NA,White
1394,2008,NA,Work For Someone Else,40,NA,College Degree,Male,Middle,NA,White
1395,2008,NA,Work For Someone Else,22,NA,HS Diploma,Male,Middle,NA,White
1396,2008,NA,Work For Someone Else,31,NA,HS Diploma,Female,Working,NA,White
1397,2008,NA,Work For Someone Else,50,33,College Degree,Female,Working,NA,White
1398,2008,NA,Work For Someone Else,44,42,College Degree,Male,Middle,NA,White
1399,2008,NA,Work For Someone Else,38,26,HS Diploma,Female,Working,NA,White
1400,2008,NA,Work For Someone Else,68,29,College Degree,Male,Middle,NA,Other
1401,2008,NA,Work For Someone Else,38,25,HS Diploma,Male,Middle,NA,White
1402,2008,NA,NA,33,16,HS Diploma,Female,Working,NA,White
1403,2008,NA,Self Employed,42,27,College Degree,Female,Middle,NA,White
1404,2008,NA,Self Employed,47,30,Grad/Prof Degree,Male,Middle,NA,White
1405,2008,NA,Work For Someone Else,28,NA,HS Diploma,Female,Working,NA,White
1406,2008,NA,NA,26,21,HS Diploma,Female,Working,NA,Hispanic
1407,2008,NA,Work For Someone Else,47,19,Less Than HS,Female,Lower,NA,White
1408,2008,NA,Work For Someone Else,30,NA,College Degree,Male,Middle,NA,White
1409,2008,NA,Work For Someone Else,40,38,HS Diploma,Male,Working,NA,White
1410,2008,NA,Work For Someone Else,48,NA,HS Diploma,Male,Lower,NA,White
1411,2008,NA,Work For Someone Else,28,NA,College Degree,Female,Working,NA,White
1412,2008,NA,Work For Someone Else,75,20,HS Diploma,Male,Middle,NA,Hispanic
1413,2008,NA,Work For Someone Else,48,NA,College Degree,Female,Working,NA,White
1414,2008,NA,Work For Someone Else,45,22,Less Than HS,Male,Working,NA,Hispanic
1415,2008,NA,Work For Someone Else,23,18,Less Than HS,Male,Working,NA,Hispanic
1416,2008,NA,Work For Someone Else,28,22,Less Than HS,Male,Working,NA,Hispanic
1417,2008,NA,Work For Someone Else,50,23,Less Than HS,Male,Working,NA,Hispanic
1418,2008,NA,Work For Someone Else,27,18,HS Diploma,Female,Working,NA,Hispanic
1419,2008,NA,Work For Someone Else,24,20,Less Than HS,Female,Working,NA,Hispanic
1420,2008,NA,Work For Someone Else,60,31,Some College,Female,Working,NA,Black
1421,2008,NA,Work For Someone Else,33,17,Less Than HS,Female,Lower,NA,White
1422,2008,NA,Work For Someone Else,44,30,HS Diploma,Male,Working,NA,Hispanic
1423,2008,NA,Work For Someone Else,34,14,Less Than HS,Female,Working,NA,Hispanic
1424,2008,NA,Self Employed,57,20,HS Diploma,Female,Middle,NA,White
1425,2008,NA,Work For Someone Else,33,NA,Less Than HS,Male,Middle,NA,White
1426,2008,NA,Work For Someone Else,40,23,Less Than HS,Male,Middle,NA,Hispanic
1427,2008,NA,Self Employed,70,22,HS Diploma,Male,Working,NA,Hispanic
1428,2008,NA,Self Employed,34,18,HS Diploma,Female,Lower,NA,White
1429,2008,NA,Work For Someone Else,22,NA,Some College,Female,Middle,NA,White
1430,2008,NA,Work For Someone Else,46,27,HS Diploma,Male,Working,NA,White
1431,2008,NA,Work For Someone Else,45,NA,College Degree,Female,Middle,NA,White
1432,2008,NA,Work For Someone Else,75,18,HS Diploma,Female,Middle,NA,White
1433,2008,NA,Work For Someone Else,81,20,Less Than HS,Female,Middle,NA,White
1434,2008,NA,NA,19,18,HS Diploma,Female,Middle,NA,Hispanic
1435,2008,NA,Work For Someone Else,21,NA,HS Diploma,Female,Working,NA,White
1436,2008,NA,Work For Someone Else,56,25,Less Than HS,Female,Lower,NA,White
1437,2008,NA,Work For Someone Else,57,20,Some College,Female,Working,NA,White
1438,2008,NA,Work For Someone Else,23,NA,Some College,Female,Middle,NA,White
1439,2008,NA,Work For Someone Else,46,38,College Degree,Male,Working,NA,White
1440,2008,NA,Work For Someone Else,40,30,College Degree,Male,Working,NA,White
1441,2008,NA,Work For Someone Else,52,35,HS Diploma,Male,Lower,NA,White
1442,2008,NA,Work For Someone Else,31,NA,Less Than HS,Male,Working,NA,Hispanic
1443,2008,NA,Work For Someone Else,50,24,HS Diploma,Female,Working,NA,Hispanic
1444,2008,NA,Work For Someone Else,72,NA,Some College,Male,Middle,NA,White
1445,2008,NA,Work For Someone Else,36,24,HS Diploma,Female,Lower,NA,White
1446,2008,NA,Work For Someone Else,49,35,HS Diploma,Male,Working,NA,Other
1447,2008,NA,Work For Someone Else,42,21,College Degree,Male,Middle,NA,Other
1448,2008,NA,Work For Someone Else,47,24,Grad/Prof Degree,Female,Middle,NA,Other
1449,2008,NA,Self Employed,58,28,College Degree,Male,Middle,NA,Other
1450,2008,NA,Work For Someone Else,26,NA,HS Diploma,Male,Middle,NA,Other
1451,2008,NA,Work For Someone Else,72,22,College Degree,Female,Middle,NA,White
1452,2008,NA,Work For Someone Else,29,NA,Grad/Prof Degree,Male,Middle,NA,White
1453,2008,NA,Work For Someone Else,26,23,HS Diploma,Female,Lower,NA,Hispanic
1454,2008,NA,Work For Someone Else,31,NA,HS Diploma,Female,Working,NA,White
1455,2008,NA,Work For Someone Else,31,NA,HS Diploma,Male,Lower,NA,Other
1456,2008,NA,Work For Someone Else,29,23,HS Diploma,Male,Working,NA,Other
1457,2008,NA,Work For Someone Else,55,20,HS Diploma,Female,Lower,NA,Hispanic
1458,2008,NA,Work For Someone Else,26,14,HS Diploma,Female,Middle,NA,Other
1459,2008,NA,Work For Someone Else,35,25,College Degree,Female,Middle,NA,Hispanic
1460,2008,NA,Work For Someone Else,42,35,Grad/Prof Degree,Female,Middle,NA,White
1461,2008,NA,Self Employed,56,38,HS Diploma,Female,Upper,NA,White
1462,2008,NA,Work For Someone Else,54,39,Grad/Prof Degree,Female,Middle,NA,White
1463,2008,NA,Work For Someone Else,59,22,HS Diploma,Male,Working,NA,White
1464,2008,NA,Work For Someone Else,28,NA,College Degree,Female,Working,NA,White
1465,2008,NA,Work For Someone Else,80,24,HS Diploma,Female,Lower,NA,White
1466,2008,NA,Work For Someone Else,26,20,HS Diploma,Female,Working,NA,White
1467,2008,NA,Work For Someone Else,53,18,Grad/Prof Degree,Female,Working,NA,White
1468,2008,NA,Work For Someone Else,51,21,Some College,Female,Working,NA,White
1469,2008,NA,Work For Someone Else,52,NA,Some College,Male,Working,NA,White
1470,2008,NA,Work For Someone Else,75,24,College Degree,Female,Working,NA,White
1471,2008,NA,Work For Someone Else,29,28,Some College,Female,Working,NA,White
1472,2008,NA,Work For Someone Else,44,21,HS Diploma,Female,Working,NA,White
1473,2008,NA,Work For Someone Else,46,32,College Degree,Female,Middle,NA,White
1474,2008,NA,Work For Someone Else,57,NA,Grad/Prof Degree,Female,Middle,NA,White
1475,2008,NA,Work For Someone Else,20,NA,HS Diploma,Female,Upper,NA,White
1476,2008,NA,Work For Someone Else,30,NA,College Degree,Female,Middle,NA,White
1477,2008,NA,Work For Someone Else,57,29,Some College,Female,Middle,NA,White
1478,2008,NA,Work For Someone Else,56,26,College Degree,Male,Middle,NA,White
1479,2008,NA,Work For Someone Else,57,29,College Degree,Female,Middle,NA,Black
1480,2008,NA,Work For Someone Else,21,NA,Less Than HS,Female,Middle,NA,White
1481,2008,NA,Work For Someone Else,62,20,HS Diploma,Female,Middle,NA,White
1482,2008,NA,Work For Someone Else,81,25,College Degree,Female,Middle,NA,White
1483,2008,NA,Self Employed,52,21,HS Diploma,Male,Working,NA,White
1484,2008,NA,Work For Someone Else,81,22,HS Diploma,Male,Working,NA,White
1485,2008,NA,Self Employed,51,30,College Degree,Male,Middle,NA,White
1486,2008,NA,Work For Someone Else,54,33,College Degree,Female,Middle,NA,White
1487,2008,NA,Work For Someone Else,52,NA,HS Diploma,Female,Working,NA,White
1488,2008,NA,Self Employed,75,28,College Degree,Female,Middle,NA,White
1489,2008,NA,Work For Someone Else,52,16,HS Diploma,Female,Working,NA,White
1490,2008,NA,Work For Someone Else,28,NA,HS Diploma,Male,Working,NA,White
1491,2008,NA,Work For Someone Else,40,16,HS Diploma,Female,Lower,NA,White
1492,2008,NA,Work For Someone Else,61,21,Some College,Male,Upper,NA,White
1493,2008,NA,Self Employed,57,29,HS Diploma,Male,Working,NA,White
1494,2008,NA,Work For Someone Else,60,14,Less Than HS,Male,Lower,NA,White
1495,2008,NA,Work For Someone Else,24,19,HS Diploma,Female,Working,NA,White
1496,2008,NA,Work For Someone Else,50,NA,HS Diploma,Male,Working,NA,White
1497,2008,NA,Work For Someone Else,89,24,Grad/Prof Degree,Female,Working,NA,White
1498,2008,NA,Self Employed,28,25,College Degree,Male,Middle,NA,White
1499,2008,NA,Work For Someone Else,49,28,College Degree,Female,Middle,NA,White
1500,2008,NA,Self Employed,61,44,College Degree,Male,Middle,NA,White
1501,2008,NA,Work For Someone Else,69,NA,HS Diploma,Male,Middle,NA,White
1502,2008,NA,Work For Someone Else,49,NA,HS Diploma,Male,Lower,NA,White
1503,2008,NA,Work For Someone Else,79,NA,HS Diploma,Male,Working,NA,White
1504,2008,NA,Work For Someone Else,37,26,HS Diploma,Female,Working,NA,White
1505,2008,NA,Work For Someone Else,82,25,HS Diploma,Male,Middle,NA,White
1506,2008,NA,Work For Someone Else,53,21,HS Diploma,Female,Working,NA,White
1507,2008,NA,Work For Someone Else,85,20,HS Diploma,Female,Middle,NA,White
1508,2008,NA,Work For Someone Else,44,26,Some College,Female,Middle,NA,White
1509,2008,NA,Work For Someone Else,67,20,HS Diploma,Female,Middle,NA,White
1510,2008,NA,Work For Someone Else,63,27,Grad/Prof Degree,Female,Working,NA,White
1511,2008,NA,Work For Someone Else,56,26,College Degree,Male,Middle,NA,White
1512,2008,NA,Work For Someone Else,62,22,HS Diploma,Female,Lower,NA,White
1513,2008,NA,Work For Someone Else,47,33,College Degree,Male,Middle,NA,White
1514,2008,NA,Work For Someone Else,60,NA,College Degree,Male,Middle,NA,White
1515,2008,NA,Work For Someone Else,25,NA,College Degree,Female,Middle,NA,White
1516,2008,NA,Work For Someone Else,60,22,HS Diploma,Male,Middle,NA,Black
1517,2008,NA,Work For Someone Else,59,32,Grad/Prof Degree,Female,Middle,NA,White
1518,2008,NA,Work For Someone Else,49,NA,Grad/Prof Degree,Male,Working,NA,White
1519,2008,NA,Work For Someone Else,23,NA,College Degree,Female,Middle,NA,White
1520,2008,NA,Work For Someone Else,42,27,College Degree,Male,Middle,NA,White
1521,2008,NA,Work For Someone Else,24,NA,College Degree,Female,Working,NA,White
1522,2008,NA,Work For Someone Else,22,NA,HS Diploma,Female,Middle,NA,White
1523,2008,NA,Self Employed,24,NA,Some College,Female,Working,NA,White
1524,2008,NA,Work For Someone Else,31,NA,College Degree,Male,Middle,NA,White
1525,2008,NA,Work For Someone Else,27,NA,HS Diploma,Male,Working,NA,White
1526,2008,NA,Work For Someone Else,29,NA,College Degree,Female,Middle,NA,White
1527,2008,NA,Work For Someone Else,38,NA,College Degree,Female,Middle,NA,White
1528,2008,NA,Work For Someone Else,26,18,College Degree,Male,Working,NA,White
1529,2008,NA,Self Employed,66,42,HS Diploma,Male,Middle,NA,White
1530,2008,NA,Work For Someone Else,51,17,HS Diploma,Female,Working,NA,White
1531,2008,NA,Work For Someone Else,70,21,HS Diploma,Female,Middle,NA,White
1532,2008,NA,Self Employed,40,25,Grad/Prof Degree,Female,Middle,NA,White
1533,2008,NA,Work For Someone Else,66,21,HS Diploma,Female,Middle,NA,White
1534,2008,NA,Work For Someone Else,58,27,HS Diploma,Male,Middle,NA,White
1535,2008,NA,Self Employed,39,30,Some College,Male,Middle,NA,White
1536,2008,NA,Work For Someone Else,78,21,HS Diploma,Female,Working,NA,White
1537,2008,NA,Work For Someone Else,50,27,College Degree,Male,Middle,NA,White
1538,2008,NA,Work For Someone Else,70,24,HS Diploma,Female,Middle,NA,White
1539,2008,NA,Work For Someone Else,36,26,College Degree,Female,Working,NA,White
1540,2008,NA,Work For Someone Else,50,21,College Degree,Female,Middle,NA,White
1541,2008,NA,Work For Someone Else,64,21,HS Diploma,Male,Working,NA,White
1542,2008,NA,Work For Someone Else,72,21,HS Diploma,Male,Middle,NA,White
1543,2008,NA,Work For Someone Else,54,16,Some College,Female,Middle,NA,White
1544,2008,NA,Work For Someone Else,48,NA,HS Diploma,Male,Middle,NA,White
1545,2008,NA,Work For Someone Else,89,30,HS Diploma,Female,Middle,NA,White
1546,2008,NA,Work For Someone Else,24,17,HS Diploma,Male,Middle,NA,Other
1547,2008,NA,Self Employed,20,NA,HS Diploma,Female,Middle,NA,White
1548,2008,NA,Work For Someone Else,27,18,HS Diploma,Female,Working,NA,White
1549,2008,NA,Work For Someone Else,36,30,Grad/Prof Degree,Female,Working,NA,White
1550,2008,NA,Work For Someone Else,31,26,College Degree,Female,Middle,NA,White
1551,2008,NA,Work For Someone Else,31,NA,College Degree,Female,Middle,NA,White
1552,2008,NA,Work For Someone Else,40,30,College Degree,Female,Working,NA,White
1553,2008,NA,Work For Someone Else,23,17,HS Diploma,Male,Working,NA,Hispanic
1554,2008,NA,Work For Someone Else,26,22,Some College,Female,Lower,NA,White
1555,2008,NA,Work For Someone Else,37,24,HS Diploma,Male,Working,NA,White
1556,2008,NA,Work For Someone Else,35,34,HS Diploma,Male,Middle,NA,White
1557,2008,NA,Self Employed,58,24,Grad/Prof Degree,Male,Middle,NA,White
1558,2008,NA,Work For Someone Else,78,27,College Degree,Male,Middle,NA,White
1559,2008,NA,Work For Someone Else,55,18,College Degree,Female,Middle,NA,White
1560,2008,NA,Work For Someone Else,35,23,HS Diploma,Female,Middle,NA,White
1561,2008,NA,Work For Someone Else,40,NA,Some College,Male,Working,NA,White
1562,2008,NA,Work For Someone Else,32,NA,Grad/Prof Degree,Male,Middle,NA,White
1563,2008,NA,Work For Someone Else,62,24,HS Diploma,Female,Lower,NA,White
1564,2008,NA,Work For Someone Else,38,19,HS Diploma,Female,Lower,NA,White
1565,2008,NA,Work For Someone Else,72,21,HS Diploma,Female,Working,NA,White
1566,2008,NA,Self Employed,49,NA,Some College,Female,Working,NA,White
1567,2008,NA,Self Employed,56,22,Grad/Prof Degree,Male,Working,NA,White
1568,2008,NA,Work For Someone Else,50,18,HS Diploma,Female,Working,NA,White
1569,2008,NA,Work For Someone Else,30,25,Some College,Female,Working,NA,White
1570,2008,NA,Work For Someone Else,44,18,HS Diploma,Female,Working,NA,White
1571,2008,NA,Self Employed,55,26,HS Diploma,Female,Middle,NA,White
1572,2008,NA,Self Employed,60,18,HS Diploma,Female,Lower,NA,White
1573,2008,NA,Work For Someone Else,84,19,Less Than HS,Female,Lower,NA,White
1574,2008,NA,Self Employed,47,19,HS Diploma,Female,Working,NA,White
1575,2008,NA,Work For Someone Else,39,22,HS Diploma,Male,Working,NA,White
1576,2008,NA,Self Employed,19,NA,HS Diploma,Female,Middle,NA,White
1577,2008,NA,Work For Someone Else,56,25,College Degree,Male,Working,NA,White
1578,2008,NA,Work For Someone Else,67,20,HS Diploma,Female,Middle,NA,White
1579,2008,NA,Work For Someone Else,54,32,Less Than HS,Male,Working,NA,White
1580,2008,NA,Self Employed,43,22,Less Than HS,Male,Lower,NA,White
1581,2008,NA,Work For Someone Else,46,NA,Less Than HS,Male,Working,NA,White
1582,2008,NA,Work For Someone Else,74,26,College Degree,Male,Middle,NA,White
1583,2008,NA,Work For Someone Else,61,19,HS Diploma,Female,Working,NA,White
1584,2008,NA,Work For Someone Else,62,22,College Degree,Male,Working,NA,White
1585,2008,NA,Work For Someone Else,39,20,Less Than HS,Male,Working,NA,White
1586,2008,NA,Work For Someone Else,53,25,HS Diploma,Male,Working,NA,White
1587,2008,NA,Work For Someone Else,72,22,Some College,Male,Middle,NA,White
1588,2008,NA,Work For Someone Else,48,21,Some College,Female,Lower,NA,White
1589,2008,NA,Work For Someone Else,43,39,HS Diploma,Female,Working,NA,White
1590,2008,NA,Work For Someone Else,71,NA,Some College,Female,Middle,NA,White
1591,2008,NA,Work For Someone Else,73,25,Some College,Female,Middle,NA,White
1592,2008,NA,Work For Someone Else,50,19,HS Diploma,Male,Lower,NA,White
1593,2008,NA,Work For Someone Else,21,16,Less Than HS,Male,Working,NA,White
1594,2008,NA,Work For Someone Else,27,22,Less Than HS,Female,Working,NA,White
1595,2008,NA,Work For Someone Else,53,NA,Less Than HS,Female,Working,NA,White
1596,2008,NA,Work For Someone Else,86,19,Less Than HS,Female,Working,NA,White
1597,2008,NA,Work For Someone Else,40,23,Some College,Male,Working,NA,White
1598,2008,NA,Work For Someone Else,49,19,HS Diploma,Male,Middle,NA,White
1599,2008,NA,Work For Someone Else,63,21,HS Diploma,Female,Lower,NA,White
1600,2008,NA,Work For Someone Else,36,18,HS Diploma,Female,Lower,NA,White
1601,2008,NA,Work For Someone Else,56,23,HS Diploma,Male,Working,NA,White
1602,2008,NA,Work For Someone Else,60,37,HS Diploma,Male,Working,NA,White
1603,2008,NA,Work For Someone Else,57,21,HS Diploma,Female,Working,NA,White
1604,2008,NA,Work For Someone Else,22,19,Less Than HS,Female,Middle,NA,White
1605,2008,NA,Work For Someone Else,29,18,Less Than HS,Female,Lower,NA,White
1606,2008,NA,Work For Someone Else,24,20,HS Diploma,Male,Working,NA,White
1607,2008,NA,Work For Someone Else,37,NA,HS Diploma,Female,Working,NA,White
1608,2008,NA,Work For Someone Else,62,24,HS Diploma,Male,Lower,NA,White
1609,2008,NA,Work For Someone Else,60,22,Some College,Male,Working,NA,White
1610,2008,NA,Self Employed,74,NA,HS Diploma,Male,Middle,NA,White
1611,2008,NA,Work For Someone Else,68,19,HS Diploma,Female,Working,NA,White
1612,2008,NA,Work For Someone Else,49,19,College Degree,Male,Middle,NA,White
1613,2008,NA,Work For Someone Else,66,19,HS Diploma,Female,Working,NA,White
1614,2008,NA,Work For Someone Else,64,25,HS Diploma,Male,Working,NA,White
1615,2008,NA,Self Employed,49,20,HS Diploma,Male,Working,NA,White
1616,2008,NA,Work For Someone Else,47,28,HS Diploma,Male,Working,NA,White
1617,2008,NA,Work For Someone Else,51,22,College Degree,Male,Middle,NA,White
1618,2008,NA,Work For Someone Else,78,19,HS Diploma,Female,Upper,NA,White
1619,2008,NA,Work For Someone Else,61,19,HS Diploma,Male,Working,NA,White
1620,2008,NA,Work For Someone Else,71,21,HS Diploma,Male,Working,NA,White
1621,2008,NA,Work For Someone Else,64,27,HS Diploma,Male,Working,NA,White
1622,2008,NA,NA,80,18,Less Than HS,Female,Working,NA,White
1623,2008,NA,Work For Someone Else,65,NA,HS Diploma,Male,Working,NA,White
1624,2008,NA,Work For Someone Else,47,26,HS Diploma,Male,Middle,NA,White
1625,2008,NA,Work For Someone Else,31,22,HS Diploma,Male,Working,NA,White
1626,2008,NA,NA,20,NA,HS Diploma,Female,Working,NA,White
1627,2008,NA,Work For Someone Else,41,19,HS Diploma,Male,Working,NA,White
1628,2008,NA,Work For Someone Else,35,NA,Some College,Male,Working,NA,White
1629,2008,NA,Work For Someone Else,35,25,Grad/Prof Degree,Female,Working,NA,White
1630,2008,NA,Work For Someone Else,72,21,Less Than HS,Male,Working,NA,White
1631,2008,NA,Work For Someone Else,55,21,HS Diploma,Female,Working,NA,White
1632,2008,NA,Work For Someone Else,26,NA,HS Diploma,Female,Working,NA,White
1633,2008,NA,Work For Someone Else,34,22,Some College,Female,Middle,NA,White
1634,2008,NA,Work For Someone Else,54,24,HS Diploma,Female,Working,NA,White
1635,2008,NA,NA,79,23,HS Diploma,Female,Working,NA,White
1636,2008,NA,Work For Someone Else,26,NA,HS Diploma,Male,Working,NA,White
1637,2008,NA,Work For Someone Else,31,29,College Degree,Female,Working,NA,White
1638,2008,NA,Work For Someone Else,63,20,Less Than HS,Female,Middle,NA,White
1639,2008,NA,Work For Someone Else,25,20,Some College,Female,Working,NA,White
1640,2008,NA,Work For Someone Else,22,21,HS Diploma,Female,Middle,NA,White
1641,2008,NA,Work For Someone Else,24,19,Less Than HS,Female,Working,NA,White
1642,2008,NA,Work For Someone Else,47,27,Some College,Male,Working,NA,White
1643,2008,NA,Work For Someone Else,72,20,Less Than HS,Male,Middle,NA,White
1644,2008,NA,Work For Someone Else,75,20,Less Than HS,Male,Working,NA,White
1645,2008,NA,Work For Someone Else,31,24,Less Than HS,Male,Working,NA,White
1646,2008,NA,Work For Someone Else,57,21,Less Than HS,Male,Lower,NA,White
1647,2008,NA,Work For Someone Else,30,17,HS Diploma,Male,Working,NA,White
1648,2008,NA,Work For Someone Else,52,24,HS Diploma,Male,Working,NA,White
1649,2008,NA,Work For Someone Else,70,NA,HS Diploma,Male,Middle,NA,White
1650,2008,NA,Work For Someone Else,89,24,Less Than HS,Male,Working,NA,White
1651,2008,NA,Work For Someone Else,55,25,HS Diploma,Female,Lower,NA,White
1652,2008,NA,Work For Someone Else,49,28,College Degree,Male,Middle,NA,White
1653,2008,NA,NA,57,22,Less Than HS,Female,Working,NA,White
1654,2008,NA,Work For Someone Else,45,20,HS Diploma,Male,Lower,NA,White
1655,2008,NA,Self Employed,40,29,HS Diploma,Male,Working,NA,White
1656,2008,NA,Self Employed,74,28,HS Diploma,Male,Working,NA,White
1657,2008,NA,Self Employed,65,20,HS Diploma,Male,Working,NA,White
