"qkey","gender","use_facebook","use_twitter","news_social_media","age_cat","educ_cat","racethn","news_trust","ideology","misinformation"
"201801152403","Man",0,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"201801152450","Man",1,0,"Sometimes","30-49","HS Grad or Less","White","Some","Conservative",1
"201801152746","Woman",1,0,"Rarely","50-64","College Grad+","Other","Not too much","Moderate",1
"201801152812","Man",1,0,"Never","65+","College Grad+","White","Not at all","Very Liberal",2
"201801152828","Woman",1,0,"Often","50-64","HS Grad or Less","White","Not too much","Very Conservative",2
"201801152901","Man",0,0,"Often","30-49","College Grad+","Asian","A lot","Moderate",1
"201801153002","Man",1,1,"Rarely","30-49","College Grad+","White","A lot","Moderate",2
"201801153007","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Conservative",2
"201801153031","Woman",1,0,"Rarely","30-49","College Grad+","Hispanic","Some","Moderate",1
"201801153062","Woman",1,0,"Often","30-49","College Grad+","White","Not too much","Moderate",2
"201801153188","Man",0,0,"Never","65+","Some College","White","Not at all","Moderate",2
"201801153196","Man",1,1,"Often","30-49","College Grad+","White","Not too much","Very Liberal",1
"201801153273","Man",0,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"201801153311","Woman",1,0,"Sometimes","65+","HS Grad or Less","White","Not too much","Moderate",1
"201801153340","Woman",1,1,"Sometimes","50-64","Some College","Black","Not too much","Moderate",1
"201801153349","Woman",1,0,"Sometimes","30-49","Some College","White","Some","Moderate",1
"201801153485","Woman",1,0,"Sometimes","65+","Some College","White","Not at all","Very Conservative",2
"201801153586","Woman",1,0,"Rarely","65+","Some College","White","Not at all","Conservative",2
"201801153631","Woman",1,1,"Rarely","50-64","College Grad+","White","Not too much","Moderate",1
"201801153632","Man",1,0,"Sometimes","50-64","HS Grad or Less","Hispanic","Not too much","Very Conservative",1
"201801153920","Woman",1,0,"Never","30-49","College Grad+","White","Not at all","Moderate",1
"201801154335","Woman",1,0,"Rarely","65+","HS Grad or Less","White","Some","Moderate",1
"201801154411","Man",0,0,"Rarely","30-49","College Grad+","White","Not too much","Conservative",2
"201801154412","Man",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Moderate",2
"201801154608","Woman",1,1,"Rarely","50-64","Some College","White","Not too much","Conservative",2
"201801154626","Woman",1,0,"Sometimes","65+","Some College","White","Not too much","Conservative",1
"201801154731","Woman",1,0,"Rarely","65+","HS Grad or Less","White","Not too much","Conservative",2
"201801154846","Woman",1,1,"Often","30-49","Some College","Black","Not too much","Moderate",1
"201801154866","Woman",1,1,"Often","50-64","Some College","White","A lot","Conservative",1
"201801155242","Man",0,0,"Never","50-64","Some College","White","Not at all","Moderate",2
"201801155320","Woman",1,1,"Often","30-49","College Grad+","White","Some","Moderate",2
"201801155340","Woman",1,0,"Rarely","30-49","College Grad+","Hispanic","Not too much","Conservative",2
"201801155356","Woman",0,0,"Never","65+","HS Grad or Less","White","Not at all","Conservative",1
"201801155519","Man",0,0,"Never","65+","College Grad+","Other","Not at all","Conservative",2
"201801155733","Woman",1,0,"Often","30-49","Some College","Hispanic","Some","Liberal",1
"201801155874","Woman",1,0,"Sometimes","50-64","Some College","Other","Not too much","Conservative",2
"201801156072","Man",0,0,"Never","30-49","College Grad+","White","Not too much","Liberal",2
"201801156141","Woman",1,0,"Never","50-64","Some College","White","Not at all","Conservative",2
"201801156169","Woman",1,0,"Often","30-49","Some College","Other","Not too much","Conservative",2
"201801156371","Man",1,1,"Rarely","50-64","College Grad+","White","Not at all","Conservative",2
"201801156397","Man",1,0,"Sometimes","50-64","College Grad+","Hispanic","Not at all","Liberal",2
"201801156656","Woman",1,0,"Sometimes","30-49","Some College","White","Not too much","Moderate",2
"201801156825","Man",1,1,"Sometimes","50-64","College Grad+","Asian","Not too much","Moderate",1
"201801156884","Woman",1,0,"Never","30-49","College Grad+","White","Not too much","Very Conservative",2
"201801156891","Man",1,0,"Sometimes","65+","College Grad+","White","Not too much","Conservative",2
"201801156899","Woman",1,0,"Sometimes","65+","Some College","White","Not at all","Moderate",1
"201801156935","Woman",0,0,"Sometimes","50-64","College Grad+","White","Not at all","Very Conservative",2
"201801156954","Woman",1,0,"Sometimes","65+","HS Grad or Less","White","Not too much","Moderate",1
"201801156957","Woman",1,0,"Never","50-64","Some College","White","Not at all","Moderate",2
"201801157003","Man",0,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",1
"201801157139","Woman",0,0,"Never","65+","College Grad+","Other","Not at all","Conservative",2
"201801157488","Woman",1,0,"Often","30-49","Some College","Hispanic","Some","Liberal",2
"201801157606","Man",1,1,"Rarely","30-49","College Grad+","White","Not too much","Moderate",2
"201801157616","Man",1,0,"Never","65+","Some College","White","Not too much","Liberal",1
"201801157815","Man",1,0,"Rarely","65+","Some College","White","Some","Moderate",2
"201801157934","Man",1,0,"Sometimes","50-64","College Grad+","White","Some","Very Conservative",1
"201801158020","Man",1,1,"Rarely","30-49","Some College","Hispanic","Not at all","Conservative",2
"201801158083","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Very Conservative",1
"201801158104","Man",1,0,"Never","65+","College Grad+","White","Not too much","Conservative",2
"201801158338","Man",1,0,"Never","65+","Some College","White","Not too much","Very Conservative",2
"201801158375","Man",0,1,"Rarely","30-49","College Grad+","White","Not too much","Liberal",1
"201801158493","Man",1,1,"Sometimes","30-49","Some College","White","Not too much","Conservative",2
"201801158634","Man",1,0,"Sometimes","65+","College Grad+","White","Some","Very Conservative",2
"201801158713","Woman",0,0,"Sometimes","65+","College Grad+","White","Not too much","Liberal",1
"201801159040","Woman",1,0,"Rarely","65+","HS Grad or Less","White","Not at all","Conservative",2
"201801159189","Woman",1,0,"Never","65+","HS Grad or Less","White","Not at all","Moderate",1
"201801159269","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Conservative",2
"201801159294","Woman",1,0,"Often","30-49","Some College","Hispanic","Not too much","Moderate",1
"201801159302","Man",0,0,"Sometimes","50-64","Some College","White","Not too much","Conservative",2
"201801159422","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Very Conservative",2
"201801159570","Woman",1,0,"Sometimes","65+","Some College","White","Not too much","Moderate",2
"201801159582","Man",0,NA,"Rarely","65+","College Grad+","White","Some","Conservative",2
"201801159589","Man",1,0,"Often","30-49","College Grad+","Other","A lot","Very Liberal",2
"201801159671","Man",1,1,"Rarely","50-64","College Grad+","White","Not too much","Conservative",2
"201801159716","Woman",1,1,"Rarely","18-29","College Grad+","White","Not too much","Conservative",1
"201801159728","Man",1,1,"Sometimes","30-49","College Grad+","White","Not too much","Moderate",2
"201801160052","Woman",1,0,"Often","30-49","Some College","Black","Some","Liberal",1
"201801160333","Man",1,0,"Sometimes","65+","College Grad+","White","Not too much","Conservative",1
"201801160405","Woman",1,0,"Never","65+","College Grad+","White","Not at all","Liberal",1
"201801160421","Man",0,0,"Never","65+","Some College","White","Not at all","Very Conservative",2
"201801160540","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Liberal",1
"201801160638","Woman",1,0,"Rarely","18-29","College Grad+","White","Not at all","Moderate",2
"201801160849","Man",0,0,"Sometimes","30-49","Some College","White","Not too much","Conservative",2
"201801160954","Man",0,0,"Rarely","30-49","College Grad+","White","Not too much","Moderate",1
"201801161037","Woman",1,0,"Sometimes","50-64","College Grad+","Other","Some","Moderate",1
"201801161127","Woman",0,0,"Never","65+","Some College","White","Not at all","Very Conservative",2
"201801161178","Man",1,1,"Often","65+","College Grad+","White","Some","Conservative",2
"201801161360","Man",0,1,"Rarely","50-64","Some College","White","Not too much","Liberal",2
"201801161385","Woman",1,0,"Never","65+","Some College","White","Not at all","Very Conservative",2
"201801161390","Man",1,1,"Sometimes","65+","HS Grad or Less","White","Not too much","Very Conservative",2
"201801161471","Woman",1,0,"Sometimes","50-64","Some College","White","Not too much","Liberal",1
"201801161524","Man",0,0,"Rarely","50-64","College Grad+","White","Some","Very Conservative",2
"201801161723","Woman",1,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"201801161750","Woman",1,0,"Never","50-64","College Grad+","Hispanic","Not at all","Very Conservative",2
"201801161960","Man",1,1,"Often","30-49","College Grad+","Black","Some","Liberal",1
"201801161982","Woman",1,0,"Often","30-49","College Grad+","Hispanic","Some","Conservative",1
"201801162136","Woman",1,0,"Rarely","65+","College Grad+","White","Not too much","Moderate",1
"201801162202","Woman",1,1,"Often","30-49","Some College","White","Some","Conservative",2
"201801162469","Man",1,0,"Sometimes","65+","Some College","White","Some","Conservative",2
"201801162497","Man",1,0,"Sometimes","30-49","Some College","White","Not too much","Conservative",2
"201801162704","Woman",1,1,"Never","30-49","College Grad+","Black","Not at all","Moderate",1
"201801162732","Man",1,0,"Often","30-49","College Grad+","White","Not at all","Very Conservative",2
"201801162903","Man",1,0,"Sometimes","65+","Some College","White","Not too much","Conservative",2
"201801163101","Man",0,0,"Rarely","30-49","College Grad+","White","Not too much","Conservative",2
"201801163137","Woman",1,1,"Sometimes","50-64","College Grad+","Asian","Some","Liberal",1
"201801163178","Woman",1,1,"Sometimes","30-49","College Grad+","White","Some","Conservative",2
"201801163229","Woman",0,0,"Rarely","30-49","HS Grad or Less","White","Not at all","Very Conservative",2
"201801163237","Man",1,0,"Rarely","65+","Some College","White","Some","Moderate",1
"201801163281","Man",1,1,"Sometimes","30-49","College Grad+","Other","Not too much","Conservative",2
"201801163395","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Moderate",1
"201801163442","Woman",0,0,"Never","30-49","Some College","White","Not at all","Moderate",2
"201801163485","Man",1,1,"Sometimes","30-49","College Grad+","White","Some","Liberal",2
"201801163550","Woman",0,0,"Rarely","65+","College Grad+","White","Not at all","Conservative",2
"201801163678","Man",0,0,"Often","65+","College Grad+","White","Some","Moderate",2
"201801163902","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Conservative",1
"201801164036","Man",0,1,"Often","65+","Some College","White","Not at all","Moderate",2
"201801164085","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Liberal",2
"201801164133","Woman",1,0,"Never","65+","Some College","White","Not at all","Moderate",2
"201801164218","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Moderate",2
"201801164410","Woman",1,0,"Never","30-49","College Grad+","Hispanic","Not too much","Moderate",2
"201801164477","Woman",1,1,"Sometimes","18-29","College Grad+","Hispanic","Some","Liberal",2
"201801164594","Woman",1,0,"Sometimes","30-49","HS Grad or Less","Hispanic","Some","Moderate",1
"201801164717","Woman",1,1,"Rarely","30-49","Some College","White","Not at all","Very Liberal",1
"201801164768","Woman",1,0,"Rarely","30-49","College Grad+","White","Not at all","Moderate",1
"201801164843","Man",1,1,"Sometimes","65+","Some College","White","Not at all","Conservative",2
"201801164864","Man",0,0,"Often","65+","College Grad+","Asian","A lot","Conservative",2
"201801165054","Woman",1,0,"Sometimes","50-64","College Grad+","White","Not too much","Conservative",2
"201801165140","Man",1,0,"Often","65+","College Grad+","White","A lot","Very Liberal",1
"201801165161","Woman",0,1,"Never","30-49","College Grad+","Black","Not at all","Liberal",1
"201801165251","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Very Liberal",1
"201801165461","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Liberal",2
"201801165566","Man",0,1,"Sometimes","18-29","College Grad+","Hispanic","Not too much","Liberal",2
"201801165599","Man",0,0,"Rarely","65+","College Grad+","White","Not too much","Conservative",2
"201801165666","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",1
"201801165671","Woman",1,0,"Rarely","30-49","College Grad+","White","Some","Liberal",1
"201801165744","Man",1,1,"Sometimes","30-49","College Grad+","White","Some","Liberal",1
"201801165867","Man",0,0,"Never","65+","Some College","Hispanic","Not too much","Conservative",2
"201801165882","Woman",1,1,"Sometimes","65+","Some College","White","Some","Moderate",2
"201801165893","Man",0,0,"Sometimes","65+","Some College","White","Not too much","Conservative",2
"201801166064","Woman",1,0,"Often","18-29","Some College","White","A lot","Moderate",2
"201801166263","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Very Conservative",2
"201801166524","Woman",1,0,"Rarely","65+","College Grad+","White","Not too much","Liberal",1
"201801166591","Woman",1,0,"Sometimes","30-49","HS Grad or Less","Hispanic","Not at all","Moderate",2
"201801166661","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Liberal",1
"201801166830","Man",1,0,"Rarely","50-64","Some College","White","Not too much","Conservative",2
"201801166831","Woman",1,0,"Sometimes","50-64","College Grad+","White","Not at all","Liberal",1
"201801166868","Man",1,0,"Never","65+","College Grad+","White","Not at all","Conservative",1
"201801166877","Man",0,1,"Rarely","50-64","Some College","White","Not too much","Conservative",1
"201801166910","Man",1,0,"Often","50-64","College Grad+","White","Some","Conservative",2
"201801167043","Woman",1,0,"Never","65+","College Grad+","White","Not too much","Moderate",1
"201801167210","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Moderate",2
"201801167300","Man",1,0,"Never","30-49","College Grad+","White","Not at all","Very Liberal",1
"201801167303","Man",0,0,"Rarely","30-49","Some College","White","Not at all","Moderate",2
"201801167506","Woman",1,0,"Never","65+","College Grad+","Other","Not too much","Liberal",1
"201801167512","Woman",1,0,"Sometimes","30-49","Some College","White","Not at all","Conservative",2
"201801167559","Woman",1,0,"Rarely","50-64","College Grad+","White","Not too much","Moderate",2
"201801167574","Man",1,1,"Often","30-49","College Grad+","White","Some","Moderate",1
"201801167614","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Conservative",2
"201801167649","Man",1,0,"Rarely","50-64","College Grad+","White","Not too much","Moderate",2
"201801167739","Woman",1,0,"Never","50-64","Some College","White","Not at all","Very Conservative",2
"201801167999","Man",0,0,"Never","65+","College Grad+","White","Not at all","Moderate",1
"201801168014","Man",1,1,"Sometimes","30-49","Some College","White","Not too much","Moderate",2
"201801168167","Man",0,1,"Never","30-49","College Grad+","White","Not at all","Liberal",2
"201801168199","Woman",1,0,"Never","65+","Some College","White","Not too much","Moderate",2
"201801168310","Woman",1,0,"Never","50-64","College Grad+","White","Not at all","Conservative",2
"201801168313","Other",1,1,"Never","50-64","College Grad+","White","Not at all","Moderate",2
"201801168353","Woman",1,0,"Rarely","50-64","College Grad+","White","Not at all","Moderate",1
"201801168511","Man",0,0,"Rarely","30-49","College Grad+","White","Not at all","Moderate",2
"201801168522","Woman",1,1,"Often","18-29","College Grad+","White","Not too much","Liberal",1
"201801168607","Woman",1,0,"Never","65+","College Grad+","Asian","Not at all","Very Liberal",1
"201801168726","Woman",1,0,"Never","65+","Some College","White","Not at all","Moderate",1
"201801168902","Woman",1,1,"Sometimes","50-64","College Grad+","White","Some","Conservative",2
"201801169105","Woman",1,0,"Sometimes","65+","Some College","White","Not too much","Conservative",1
"201801169134","Man",0,0,"Never","30-49","Some College","White","Not at all","Moderate",1
"201801169224","Woman",1,0,"Sometimes","30-49","HS Grad or Less","White","Some","Moderate",2
"201801169405","Man",1,1,"Rarely","30-49","College Grad+","White","Not too much","Moderate",1
"201801169563","Man",0,1,"Rarely","50-64","College Grad+","Asian","Not too much","Liberal",1
"201801169681","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Moderate",1
"201801169693","Man",0,0,"Often","50-64","Some College","White","Some","Conservative",2
"201801169727","Woman",1,0,"Rarely","65+","HS Grad or Less","White","Not too much","Liberal",2
"201801169772","Man",1,0,"Sometimes","50-64","HS Grad or Less","White","Not too much","Conservative",1
"201801169860","Man",1,1,"Often","50-64","College Grad+","White","Some","Conservative",2
"201801169923","Man",1,0,"Never","50-64","Some College","White","Not at all","Very Liberal",1
"201801169994","Woman",1,0,"Rarely","50-64","College Grad+","White","Not at all","Conservative",2
"201801170128","Woman",0,0,"Rarely","18-29","College Grad+","Hispanic","Not at all","Moderate",1
"201801170174","Woman",1,0,"Never","50-64","College Grad+","White","Not at all","Conservative",2
"201801170222","Man",0,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"201801170299","Woman",1,1,"Sometimes","65+","College Grad+","Hispanic","Some","Liberal",1
"201801170317","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Liberal",2
"201801170321","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Conservative",2
"201801170369","Man",1,1,"Rarely","30-49","Some College","White","Some","Moderate",2
"201801170396","Man",1,0,"Rarely","30-49","College Grad+","White","Not too much","Very Liberal",1
"201801170481","Woman",1,0,"Never","65+","Some College","White","Not too much","Moderate",1
"201801170486","Man",1,0,"Rarely","65+","Some College","White","Not too much","Conservative",2
"201801170505","Woman",1,0,"Often","65+","College Grad+","White","Not too much","Liberal",1
"201801170631","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Conservative",2
"201801170669","Man",1,0,"Never","65+","College Grad+","White","Not too much","Conservative",2
"201801170832","Man",1,0,"Rarely","65+","Some College","White","Not at all","Very Conservative",1
"201801170848","Man",1,1,"Sometimes","50-64","Some College","White","Not at all","Moderate",2
"201801170867","Man",1,0,"Rarely","65+","Some College","White","Not too much","Conservative",1
"201801170910","Woman",1,0,"Sometimes","30-49","College Grad+","White","Not at all","Conservative",2
"201801170923","Man",1,1,"Sometimes","30-49","Some College","White","Not too much","Liberal",1
"201801171123","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",1
"201801171133","Man",0,0,"Never","65+","College Grad+","Hispanic","Not at all","Conservative",2
"201801171210","Woman",1,0,"Sometimes","30-49","Some College","Hispanic","Some","Moderate",1
"201801171243","Woman",0,NA,"Rarely","50-64","College Grad+","White","Not at all","Liberal",2
"201801171454","Woman",1,0,"Never","50-64","Some College","White","Not at all","Conservative",2
"201801171491","Woman",0,0,"Often","65+","Some College","Hispanic","Some","Conservative",2
"201801171655","Woman",1,0,"Rarely","65+","Some College","White","Not at all","Moderate",2
"201801171662","Man",0,1,"Sometimes","50-64","Some College","White","Not at all","Conservative",2
"201801171691","Woman",1,0,"Rarely","18-29","College Grad+","Hispanic","Not too much","Very Conservative",1
"201801171737","Woman",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Liberal",1
"201801172073","Man",1,0,"Sometimes","50-64","College Grad+","White","Not too much","Moderate",2
"201801172081","Woman",1,0,"Never","65+","Some College","White","Not at all","Conservative",1
"201801172105","Man",0,0,"Never","65+","HS Grad or Less","White","Not at all","Conservative",1
"201801172108","Woman",0,0,"Never","50-64","HS Grad or Less","White","Not too much","Conservative",2
"201801172165","Man",0,0,"Sometimes","30-49","HS Grad or Less","White","Not at all","Moderate",2
"201801172238","Woman",1,0,"Rarely","65+","Some College","White","Not too much","Conservative",2
"201801172290","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Very Liberal",2
"201801172300","Woman",1,0,"Rarely","65+","HS Grad or Less","White","Not at all","Conservative",1
"201801172348","Woman",1,0,"Never","65+","Some College","White","Not too much","Very Conservative",2
"201801172374","Man",0,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"201801172442","Woman",1,0,"Rarely","30-49","HS Grad or Less","White","Not at all","Moderate",1
"201801172679","Woman",1,1,"Sometimes","30-49","College Grad+","White","Not too much","Very Liberal",1
"201801172884","Woman",1,1,"Rarely","30-49","College Grad+","White","Not too much","Very Liberal",1
"201801173027","Woman",0,0,"Sometimes","30-49","College Grad+","Hispanic","Some","Liberal",1
"201801173166","Woman",0,1,"Rarely","30-49","HS Grad or Less","White","Not too much","Liberal",2
"201801173226","Man",1,1,"Rarely","30-49","College Grad+","White","Not too much","Very Liberal",2
"201801173374","Man",1,0,"Often","50-64","College Grad+","White","A lot","Moderate",2
"201801173436","Woman",0,1,"Often","50-64","College Grad+","White","A lot","Liberal",2
"201801173449","Man",1,0,"Never","50-64","College Grad+","White","Not at all","Very Conservative",2
"201801173459","Man",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",1
"201801173563","Man",1,0,"Never","50-64","College Grad+","White","Not too much","Moderate",1
"201801173583","Woman",1,1,"Sometimes","30-49","College Grad+","White","Not too much","Very Liberal",2
"201801173624","Man",0,0,"Never","50-64","Some College","Hispanic","Not at all","Conservative",1
"201801173635","Woman",0,1,"Often","30-49","College Grad+","White","Some","Very Liberal",1
"201801173699","Man",1,0,"Rarely","50-64","Some College","White","Not too much","Very Conservative",2
"201801173744","Woman",1,1,"Sometimes","65+","College Grad+","Asian","Not too much","Moderate",1
"201801173759","Woman",1,1,"Often","30-49","College Grad+","Other","A lot","Moderate",2
"201801173922","Woman",1,0,"Sometimes","30-49","Some College","Hispanic","Not too much","Liberal",1
"201801174067","Woman",1,1,"Never","65+","College Grad+","White","Not at all","Moderate",1
"201801174160","Man",1,0,"Sometimes","50-64","HS Grad or Less","Black","Not too much","Moderate",1
"201801174263","Woman",1,1,"Sometimes","30-49","College Grad+","White","Not too much","Very Liberal",1
"201801174340","Man",0,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"201801174527","Woman",1,0,"Often","30-49","College Grad+","White","Not too much","Conservative",1
"201801174617","Woman",0,0,"Often","18-29","College Grad+","Hispanic","Some","Liberal",2
"201801174684","Woman",1,0,"Rarely","30-49","Some College","White","Not at all","Very Conservative",2
"201801174757","Woman",1,0,"Often","50-64","College Grad+","White","A lot","Moderate",2
"201801174780","Woman",0,0,"Often","30-49","College Grad+","Other","Not too much","Moderate",1
"201801174789","Man",0,0,"Rarely","65+","College Grad+","White","Not too much","Moderate",1
"201801175038","Woman",0,0,"Never","50-64","College Grad+","White","Not at all","Moderate",1
"201801175084","Woman",0,0,"Often","65+","Some College","White","Some","Moderate",1
"201801175384","Man",1,0,"Rarely","50-64","College Grad+","Asian","Not too much","Moderate",1
"201801175756","Man",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",2
"201801175863","Woman",1,0,"Rarely","30-49","College Grad+","White","Not too much","Liberal",2
"201801175962","Man",1,0,"Rarely","65+","College Grad+","White","Not at all","Very Conservative",2
"201801175965","Man",1,1,"Often","30-49","College Grad+","White","Not too much","Conservative",1
"201801175979","Woman",1,0,"Never","65+","Some College","White","Not too much","Conservative",2
"201801176027","Woman",1,0,"Often","65+","College Grad+","White","Some","Liberal",2
"201801176121","Man",0,0,"Never","65+","HS Grad or Less","White","Not at all","Liberal",2
"201801176460","Man",1,0,"Never","65+","College Grad+","Asian","Not at all","Moderate",1
"201801176471","Man",1,1,"Sometimes","30-49","College Grad+","White","Some","Moderate",1
"201801176508","Woman",1,0,"Often","65+","HS Grad or Less","White","Not too much","Liberal",1
"201801176653","Man",1,1,"Rarely","65+","HS Grad or Less","White","Not too much","Moderate",1
"201801176820","Man",1,0,"Never","65+","College Grad+","White","Not too much","Conservative",2
"201801176916","Man",1,1,"Often","30-49","Some College","Hispanic","Some","Very Liberal",2
"201801176964","Man",0,0,"Never","65+","Some College","White","Not at all","Conservative",1
"201801177349","Man",0,1,"Rarely","50-64","Some College","White","Not too much","Moderate",1
"201801177382","Woman",1,0,"Sometimes","50-64","College Grad+","Hispanic","Not at all","Conservative",2
"201801177454","Man",1,0,"Never","50-64","College Grad+","White","Not at all","Very Liberal",1
"201801177467","Man",1,1,"Sometimes","65+","Some College","Asian","Not too much","Moderate",1
"201801177476","Woman",1,1,"Sometimes","30-49","College Grad+","Asian","Not too much","Conservative",2
"201801177514","Woman",0,0,"Never","50-64","College Grad+","White","Not at all","Conservative",2
"201801177602","Woman",1,0,"Rarely","65+","College Grad+","Asian","Not too much","Moderate",1
"201801177632","Woman",1,1,"Sometimes","18-29","College Grad+","Hispanic","Some","Very Liberal",1
"201801177699","Other",1,0,"Sometimes","18-29","College Grad+","White","Some","Very Liberal",1
"201801177771","Woman",1,0,"Sometimes","30-49","Some College","White","Some","Very Liberal",1
"201801177861","Woman",1,1,"Rarely","50-64","Some College","White","Not too much","Very Liberal",1
"201801177864","Man",0,1,"Never","65+","HS Grad or Less","Hispanic","Not at all","Very Conservative",2
"201801177869","Woman",1,0,"Never","65+","Some College","White","Not at all","Very Conservative",2
"201801177907","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Very Conservative",2
"201801177910","Woman",0,0,"Sometimes","65+","Some College","Asian","Not too much","Liberal",2
"201801178033","Woman",1,0,"Never","50-64","College Grad+","Black","Not too much","Conservative",2
"201801178264","Woman",1,0,"Rarely","50-64","College Grad+","White","Not too much","Moderate",2
"201801178458","Woman",1,0,"Rarely","30-49","College Grad+","White","Not at all","Conservative",2
"201801179097","Woman",1,0,"Rarely","65+","College Grad+","White","Not too much","Very Liberal",1
"201801179349","Woman",0,0,"Never","50-64","College Grad+","White","Not at all","Liberal",1
"201801179378","Man",1,0,"Sometimes","30-49","College Grad+","Hispanic","Some","Conservative",1
"201801179384","Man",1,0,"Rarely","65+","Some College","White","Not too much","Conservative",2
"201801179436","Woman",1,0,"Sometimes","30-49","College Grad+","Asian","Some","Moderate",2
"201801179532","Woman",0,0,"Never","65+","Some College","White","Not too much","Liberal",1
"201801179559","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Moderate",1
"201801179582","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",1
"201801179657","Woman",1,1,"Sometimes","30-49","College Grad+","Asian","Not too much","Liberal",1
"201801179787","Woman",0,0,"Never","30-49","College Grad+","White","Not at all","Moderate",1
"201801179900","Woman",1,0,"Never","65+","College Grad+","White","Not at all","Very Liberal",1
"201801179909","Man",1,0,"Never","30-49","Some College","White","Not at all","Very Liberal",1
"201801180050","Man",0,1,"Sometimes","50-64","College Grad+","White","Not too much","Very Liberal",2
"201801180081","Man",0,0,"Never","65+","College Grad+","White","Not at all","Very Liberal",1
"201801180095","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",2
"201801180109","Woman",1,0,"Never","65+","Some College","White","Not at all","Moderate",1
"201801180327","Woman",0,1,"Never","30-49","College Grad+","Asian","Not too much","Moderate",1
"201801180415","Man",1,0,"Sometimes","65+","Some College","White","Some","Moderate",1
"201801180426","Woman",0,0,"Never","65+","College Grad+","White","Some","Moderate",2
"201801180551","Woman",1,1,"Often","50-64","College Grad+","White","Some","Moderate",1
"201801180578","Woman",1,0,"Rarely","50-64","College Grad+","White","Not too much","Liberal",1
"201801180616","Man",0,0,"Rarely","30-49","College Grad+","White","Not too much","Conservative",2
"201801180642","Man",0,0,"Never","30-49","College Grad+","Asian","Not too much","Liberal",1
"201801180666","Man",1,0,"Sometimes","30-49","College Grad+","Asian","Some","Moderate",2
"201801180739","Woman",1,0,"Never","30-49","College Grad+","Asian","Not at all","Conservative",1
"201801180827","Man",0,0,"Never","30-49","College Grad+","Asian","Not at all","Liberal",1
"201801181034","Woman",1,0,"Sometimes","18-29","College Grad+","Other","Not too much","Very Liberal",1
"201801181092","Man",1,0,"Sometimes","50-64","College Grad+","Asian","Some","Liberal",1
"201801181325","Man",0,0,"Never","30-49","College Grad+","White","Not too much","Liberal",1
"201801181349","Woman",0,1,"Sometimes","50-64","College Grad+","White","Some","Liberal",1
"201801181363","Man",0,0,"Rarely","30-49","College Grad+","White","Not too much","Moderate",2
"201801181377","Woman",1,0,"Rarely","65+","College Grad+","White","Not too much","Liberal",2
"201801181717","Woman",1,1,"Sometimes","65+","College Grad+","White","Not too much","Moderate",2
"201801181772","Man",0,0,"Never","30-49","College Grad+","White","Not too much","Moderate",2
"201801181839","Man",1,0,"Rarely","30-49","College Grad+","White","Not too much","Conservative",2
"201801181948","Man",0,0,"Never","65+","College Grad+","White","Not at all","Moderate",1
"201801181993","Woman",1,1,"Never","50-64","College Grad+","White","Not at all","Liberal",1
"201801182061","Woman",0,0,"Never","50-64","Some College","White","Not at all","Moderate",1
"201801182160","Man",0,0,"Rarely","30-49","College Grad+","White","Not too much","Moderate",1
"201801182173","Woman",1,1,"Rarely","30-49","College Grad+","White","Not at all","Liberal",1
"201801182402","Woman",0,0,"Rarely","50-64","Some College","White","Not at all","Conservative",2
