"qkey","cancul1","crimsent","weight_w92","education","division","ideology","gender","race"
201801099840,"Punish","About the right amount",0.851015057300198,"Some College","South Atlantic","Conservative","Woman","White"
201801099899,"Accountable","About the right amount",0.405297132636986,"College graduate","South Atlantic","Very Liberal","Man","White"
201801099911,"Punish","About the right amount",0.946720370419372,"Some College","South Atlantic","Conservative","Woman","White"
201801099917,"Punish","Too little time",1.26960190451181,"Some College","South Atlantic","Very Conservative","Woman","White"
201801100007,"Accountable","Too much time",1.26295895796033,"Postgraduate","South Atlantic","Liberal","Woman","Hispanic"
201801100064,"Punish","About the right amount",0.483225198748971,"College graduate","South Atlantic","Conservative","Man","White"
201801100141,"Punish","About the right amount",1.15737572362079,"Some College","South Atlantic","Conservative","Man","Refused"
201801100416,"Accountable","Too little time",0.499397750508367,"College graduate","South Atlantic","Moderate","Woman","White"
201801100457,"Punish","Too little time",0.507966728476389,"Associate's Degree","South Atlantic","Conservative","Woman","White"
201801100510,"Accountable","Too little time",1.23991934626965,"Some College","South Atlantic","Conservative","Man","White"
201801100547,"Accountable","Too much time",0.470321370729332,"College graduate","South Atlantic","Moderate","Woman","White"
201801100580,"Punish","Too little time",2.12410180335334,"High School Graduate","South Atlantic","Conservative","Man","White"
201801100716,"Accountable","Too much time",0.90338783552803,"College graduate","Middle Atlantic","Very Liberal","Man","White"
201801100725,"Accountable","About the right amount",0.70344237397631,"Postgraduate","South Atlantic","Liberal","Woman","White"
201801100884,"Punish","Too much time",0.360438118452606,"Postgraduate","South Atlantic","Conservative","Man","White"
201801100915,"Punish","Too little time",0.410410230350083,"Postgraduate","South Atlantic","Conservative","Man","White"
201801100924,"Punish","About the right amount",0.491598263772514,"Associate's Degree","South Atlantic","Moderate","Man","White"
201801100986,"Accountable","Too much time",1.71907499542682,"College graduate","South Atlantic","Moderate","Woman","White"
201801101054,"Punish","Too little time",0.427553151107762,"Some College","South Atlantic","Moderate","Woman","White"
201801101066,"Punish","About the right amount",0.699115357855452,"Some College","South Atlantic","Conservative","Man","Hispanic"
201801101186,"Punish","Too little time",1.15289455215646,"Associate's Degree","South Atlantic","Very Conservative","Woman","White"
201801101262,"Accountable","Too little time",0.638307449006617,"Associate's Degree","South Atlantic","Conservative","Woman","White"
201801101268,"Accountable","About the right amount",6.83904619607122,"Less Than High School","South Atlantic","Moderate","Man","Hispanic"
201801101272,"Accountable","Too little time",0.563429945744173,"Postgraduate","South Atlantic","Conservative","Woman","White"
201801101296,"Accountable","Too much time",0.900608740272852,"College graduate","South Atlantic","Conservative","Woman","Black"
201801101377,"Accountable","Too little time",0.390429755430801,"Some College","South Atlantic","Moderate","Woman","White"
201801101406,"Accountable","Too little time",1.45134762332963,"High School Graduate","South Atlantic","Very Conservative","Woman","White"
201801101625,"Accountable","Too much time",3.84868865465809,"Some College","South Atlantic","Moderate","Man","Other"
201801101691,"Accountable","Too much time",1.02112185583819,"Less Than High School","South Atlantic","Moderate","Woman","White"
201801101692,"Accountable","About the right amount",0.741302919687234,"College graduate","South Atlantic","Moderate","Woman","Black"
201801101757,"Accountable","Too much time",0.585405615491939,"Postgraduate","South Atlantic","Liberal","Woman","Hispanic"
201801101765,"Punish","About the right amount",0.636138737206382,"Postgraduate","South Atlantic","Moderate","Man","White"
201801101846,"Accountable","About the right amount",0.405696134581375,"College graduate","South Atlantic","Moderate","Man","Black"
201801101902,"Punish","About the right amount",0.558751651302832,"College graduate","South Atlantic","Conservative","Man","White"
201801101976,"Punish","Too little time",0.498904296171896,"Associate's Degree","South Atlantic","Moderate","Woman","Black"
201801101984,"Accountable","About the right amount",1.1507293862975,"Some College","South Atlantic","Conservative","Man","Black"
201801102001,"Punish","Too little time",0.854966735086147,"Associate's Degree","South Atlantic","Conservative","Man","White"
201801102031,"Accountable","Too much time",0.380951124320398,"Postgraduate","West South Central","Liberal","Woman","White"
201801102090,"Accountable","Too much time",0.539336337131623,"College graduate","South Atlantic","Very Liberal","Man","White"
201801102237,"Punish","About the right amount",0.411172438056805,"Postgraduate","South Atlantic","Conservative","Man","White"
201801102250,"Accountable","Too little time",0.815343260991827,"High School Graduate","South Atlantic","Conservative","Woman","White"
201801102280,"Punish","Too little time",2.84455733818716,"Some College","South Atlantic","Very Conservative","Man","White"
201801102332,"Accountable","About the right amount",0.57804153184519,"Postgraduate","South Atlantic","Liberal","Woman","White"
201801102358,"Accountable","About the right amount",0.651597691426321,"Postgraduate","South Atlantic","Moderate","Woman","White"
201801102431,"Punish","About the right amount",2.01487432472568,"Some College","South Atlantic","Moderate","Woman","White"
201801102512,"Accountable","Too little time",0.886196599668084,"Some College","South Atlantic","Very Conservative","Man","White"
201801102513,"Accountable","About the right amount",0.505942797640165,"Associate's Degree","South Atlantic","Moderate","Man","White"
201801102518,"Punish","Too little time",1.22184820411278,"Postgraduate","South Atlantic","Moderate","Woman","Refused"
201801102526,"Accountable","Too little time",1.09452406527232,"Some College","South Atlantic","Conservative","Man","White"
201801102549,"Accountable","Too much time",0.710891238588455,"Postgraduate","South Atlantic","Moderate","Woman","White"
201801102736,"Accountable","About the right amount",1.92846203445537,"Less Than High School","South Atlantic","Liberal","Woman","Black"
201801102850,"Accountable","Too much time",0.925179389753275,"Some College","South Atlantic","Moderate","Man","Black"
201801102973,"Punish","Too little time",0.253087885281224,"Postgraduate","South Atlantic","Very Conservative","Man","White"
201801102980,"Punish","Too little time",2.33875407798041,"High School Graduate","South Atlantic","Very Conservative","Man","White"
201801102991,"Accountable","About the right amount",0.509555407648901,"College graduate","South Atlantic","Conservative","Woman","White"
201801103001,"Accountable","Too much time",0.249857279144081,"Postgraduate","South Atlantic","Liberal","Man","White"
201801103006,"Accountable","Too much time",0.487695968296695,"College graduate","South Atlantic","Liberal","Woman","White"
201801103057,"Accountable","Too little time",0.579216538868286,"Some College","South Atlantic","Liberal","Woman","White"
201801103068,"Accountable","About the right amount",0.360255431732855,"Postgraduate","South Atlantic","Conservative","Man","White"
201801103074,"Punish","Too little time",0.475685430313428,"Some College","South Atlantic","Very Conservative","Woman","White"
201801103099,"Punish","Too little time",0.466658567385749,"College graduate","South Atlantic","Moderate","Man","White"
201801103119,"Accountable","Too much time",0.380951124320398,"Postgraduate","South Atlantic","Very Liberal","Woman","White"
201801103272,"Accountable","About the right amount",3.07899754278873,"Postgraduate","South Atlantic","Liberal","Man","Asian"
201801103279,"Accountable","Too much time",1.12426685717399,"Some College","South Atlantic","Moderate","Man","Black"
201801103317,"Accountable","About the right amount",0.422843664043245,"College graduate","South Atlantic","Conservative","Woman","White"
201801103342,"Accountable","Too much time",0.418849450624151,"Associate's Degree","South Atlantic","Moderate","Man","Refused"
201801103493,"Accountable","About the right amount",0.383296651625257,"College graduate","South Atlantic","Moderate","Woman","Other"
201801103553,"Accountable","Too little time",0.825404737858746,"Some College","South Atlantic","Conservative","Man","White"
201801103705,"Accountable","About the right amount",0.592093632977627,"Postgraduate","South Atlantic","Conservative","Man","Hispanic"
201801103759,"Accountable","About the right amount",0.65082975141804,"College graduate","South Atlantic","Conservative","Woman","White"
201801103783,"Punish","Too little time",0.459680146488552,"Some College","South Atlantic","Conservative","Woman","White"
201801103867,"Accountable","About the right amount",0.46959828527115,"Some College","South Atlantic","Conservative","Woman","White"
201801104013,"Punish","About the right amount",8.0367089863816,"High School Graduate","South Atlantic","Moderate","Man","White"
201801104051,"Accountable","About the right amount",0.375450105021325,"College graduate","South Atlantic","Conservative","Man","White"
201801104073,"Accountable","About the right amount",1.63556404713904,"High School Graduate","South Atlantic","Conservative","Woman","Black"
201801104182,"Accountable","Too much time",0.894987172239711,"Postgraduate","South Atlantic","Moderate","Woman","White"
201801104273,"Accountable","Too much time",0.298631881319364,"Postgraduate","South Atlantic","Liberal","Woman","White"
201801104283,"Punish","Too little time",0.695950816099038,"College graduate","South Atlantic","Very Conservative","Woman","White"
201801104323,"Punish","Too little time",1.61641102229523,"Associate's Degree","South Atlantic","Very Conservative","Man","White"
201801104363,"Accountable","Too much time",0.861694391976796,"High School Graduate","South Atlantic","Very Liberal","Woman","Black"
201801104376,"Punish","Too little time",0.681553304001533,"College graduate","South Atlantic","Conservative","Man","White"
201801104433,"Accountable","Too little time",1.7604663911592,"Some College","South Atlantic","Moderate","Woman","White"
201801104456,"Accountable","Too little time",0.354465847660125,"Associate's Degree","South Atlantic","Very Conservative","Man","White"
201801104457,"Accountable","Too little time",2.09192911748351,"High School Graduate","South Atlantic","Very Conservative","Woman","White"
201801104493,"Accountable","Too much time",0.592335345266472,"Associate's Degree","South Atlantic","Very Liberal","Woman","White"
201801104608,"Punish","About the right amount",0.803429755164351,"Associate's Degree","South Atlantic","Very Conservative","Woman","White"
201801104772,"Accountable","Too much time",0.744081823463282,"College graduate","South Atlantic","Moderate","Woman","White"
201801104788,"Accountable","About the right amount",0.832853793778501,"Associate's Degree","South Atlantic","Conservative","Woman","White"
201801104852,"Accountable","Too little time",0.868377919224442,"Associate's Degree","South Atlantic","Moderate","Woman","White"
201801104916,"Accountable","About the right amount",0.767342817082455,"High School Graduate","South Atlantic","Liberal","Woman","Black"
201801105017,"Punish","About the right amount",0.604651080714988,"College graduate","South Atlantic","Conservative","Woman","White"
201801105054,"Accountable","Too much time",1.26472168934758,"Associate's Degree","South Atlantic","Very Liberal","Man","White"
201801105120,"Accountable","Too much time",0.970557205642292,"Some College","South Atlantic","Conservative","Woman","Black"
201801105125,"Punish","Too little time",0.828611274395811,"Postgraduate","South Atlantic","Moderate","Woman","White"
201801105246,"Accountable","Too much time",0.276103882879168,"Postgraduate","South Atlantic","Liberal","Woman","White"
201801105376,"Accountable","Too much time",0.593246660072483,"Postgraduate","South Atlantic","Liberal","Woman","Black"
201801105381,"Punish","Too much time",0.474787456618821,"College graduate","South Atlantic","Liberal","Man","Black"
201801105505,"Punish","About the right amount",0.945464249633492,"Postgraduate","South Atlantic","Liberal","Woman","White"
201801105609,"Punish","About the right amount",0.218348157295394,"College graduate","South Atlantic","Conservative","Man","White"
201801105659,"Punish","About the right amount",1.89860758154224,"College graduate","South Atlantic","Conservative","Other","Refused"
201801105672,"Accountable","Too much time",0.264448503567839,"Postgraduate","South Atlantic","Moderate","Woman","Black"
201801105683,"Accountable","Too little time",0.69625933928071,"College graduate","South Atlantic","Moderate","Woman","Asian"
201801105720,"Punish","Too much time",0.760065577077528,"Postgraduate","South Atlantic","Moderate","Woman","White"
201801105804,"Accountable","Too little time",0.53438269270628,"Postgraduate","South Atlantic","Moderate","Man","White"
201801105856,"Punish","Too little time",1.87346135811845,"High School Graduate","South Atlantic","Conservative","Man","White"
201801105864,"Punish","Too much time",1.70082747498379,"High School Graduate","South Atlantic","Moderate","Man","Black"
201801105891,"Accountable","Too little time",0.676912129153116,"College graduate","South Atlantic","Conservative","Man","White"
201801106036,"Punish","Too little time",1.6808844237208,"Some College","South Atlantic","Conservative","Man","White"
201801106112,"Punish","About the right amount",2.73492054237341,"Less Than High School","South Atlantic","Conservative","Man","White"
201801106247,"Accountable","About the right amount",0.265029331013866,"College graduate","South Atlantic","Conservative","Man","White"
201801106249,"Accountable","About the right amount",0.472092800553349,"Postgraduate","South Atlantic","Moderate","Woman","Black"
201801106300,"Accountable","About the right amount",0.71772076416715,"College graduate","South Atlantic","Moderate","Woman","Black"
201801106366,"Punish","Too little time",0.793239816978123,"Associate's Degree","South Atlantic","Conservative","Man","White"
201801106421,"Accountable","Too much time",0.762328040767316,"Some College","South Atlantic","Moderate","Man","Black"
201801106434,"Accountable","Too much time",0.427008505503265,"College graduate","South Atlantic","Moderate","Woman","White"
201801106438,"Accountable","Too little time",0.440088822315538,"Postgraduate","South Atlantic","Conservative","Man","White"
201801106440,"Punish","Too much time",0.82048816044237,"Associate's Degree","South Atlantic","Moderate","Man","Other"
201801106490,"Accountable","Too much time",0.48566132698762,"High School Graduate","South Atlantic","Moderate","Woman","Black"
201801106550,"Punish","Too much time",0.693740956546561,"Postgraduate","South Atlantic","Moderate","Man","White"
201801106555,"Accountable","Too much time",1.68900843863432,"Less Than High School","South Atlantic","Very Liberal","Woman","Black"
201801106565,"Punish","Too little time",0.582336446387581,"College graduate","South Atlantic","Moderate","Man","White"
201801106624,"Accountable","Too much time",4.15680973145414,"Less Than High School","South Atlantic","Very Liberal","Woman","Black"
201801106685,"Accountable","Too much time",0.232768255473001,"College graduate","South Atlantic","Liberal","Man","White"
201801106695,"Punish","Too little time",0.484706561838208,"College graduate","South Atlantic","Conservative","Woman","White"
201801106701,"Accountable","Too little time",0.446421484056322,"Some College","East North Central","Very Liberal","Man","White"
201801106820,"Accountable","Too much time",0.222577942253445,"Associate's Degree","South Atlantic","Very Liberal","Woman","White"
201801106829,"Accountable","About the right amount",0.382910112377389,"College graduate","South Atlantic","Moderate","Man","White"
201801106992,"Accountable","About the right amount",0.484020421633262,"Postgraduate","South Atlantic","Very Conservative","Man","Black"
201801107018,"Accountable","Too little time",0.745947692986142,"Postgraduate","South Atlantic","Conservative","Woman","White"
201801107026,"Accountable","Too little time",0.861853247776723,"Postgraduate","South Atlantic","Conservative","Woman","White"
201801107038,"Punish","About the right amount",0.540620266331563,"Postgraduate","South Atlantic","Conservative","Man","White"
201801107151,"Accountable","Too much time",0.782514582443954,"College graduate","South Atlantic","Moderate","Woman","Black"
201801107182,"Accountable","Too little time",0.511554063368951,"Postgraduate","South Atlantic","Very Conservative","Man","White"
201801107243,"Punish","Too much time",0.219277549154374,"Postgraduate","South Atlantic","Very Liberal","Man","White"
201801107248,"Accountable","Too much time",0.70344237397631,"Postgraduate","South Atlantic","Liberal","Woman","White"
201801107256,"Accountable","Too much time",2.90625644953384,"Postgraduate","South Atlantic","Moderate","Man","Hispanic"
201801107375,"Accountable","Too much time",4.72935532635557,"High School Graduate","West South Central","Moderate","Woman","White"
201801107508,"Accountable","Too much time",0.94630837882566,"Some College","South Atlantic","Conservative","Man","White"
201801107545,"Punish","Too little time",0.271509716429321,"Postgraduate","South Atlantic","Conservative","Man","White"
201801107599,"Punish","About the right amount",0.622219159604917,"College graduate","South Atlantic","Conservative","Man","White"
201801107651,"Accountable","About the right amount",0.379047500700804,"Some College","South Atlantic","Conservative","Man","White"
201801107668,"Accountable","About the right amount",1.20148595859665,"High School Graduate","South Atlantic","Moderate","Woman","Black"
201801107722,"Punish","Too much time",0.606004423523563,"Associate's Degree","South Atlantic","Moderate","Woman","White"
201801107826,"Accountable","Too much time",0.835742293666018,"Postgraduate","South Atlantic","Moderate","Man","White"
201801107852,"Punish","Too little time",2.00688372529331,"High School Graduate","South Atlantic","Conservative","Man","White"
201801107887,"Accountable","Too little time",2.33875407798041,"High School Graduate","South Atlantic","Conservative","Man","White"
201801107958,"Accountable","Too much time",2.37052248263018,"High School Graduate","South Atlantic","Moderate","Man","Black"
201801107993,"Accountable","Too little time",0.803481267817659,"Postgraduate","South Atlantic","Moderate","Woman","White"
201801108000,"Punish","Too much time",0.767342817082455,"High School Graduate","South Atlantic","Moderate","Woman","Black"
201801108131,"Punish","About the right amount",4.50374306111127,"High School Graduate","South Atlantic","Moderate","Woman","White"
201801108141,"Accountable","About the right amount",3.59002028425937,"College graduate","South Atlantic","Moderate","Woman","White"
201801108172,"Accountable","Too little time",0.570164857793377,"Some College","South Atlantic","Conservative","Man","White"
201801108207,"Punish","Too little time",4.50651158661378,"Less Than High School","South Atlantic","Conservative","Woman","White"
201801108212,"Punish","About the right amount",0.958316854561205,"Associate's Degree","South Atlantic","Moderate","Man","White"
201801108225,"Accountable","About the right amount",0.426346967742197,"Some College","South Atlantic","Moderate","Woman","White"
201801108274,"Accountable","Too much time",0.571389737877745,"High School Graduate","South Atlantic","Very Liberal","Woman","White"
201801108290,"Accountable","Too little time",0.960993971202549,"Some College","South Atlantic","Moderate","Woman","Black"
201801108351,"Punish","About the right amount",0.359715818157167,"Associate's Degree","South Atlantic","Conservative","Woman","White"
201801108372,"Punish","Too little time",0.363623208875711,"College graduate","South Atlantic","Conservative","Man","Hispanic"
201801108393,"Punish","Too little time",1.14848218534149,"Some College","South Atlantic","Conservative","Man","White"
201801108425,"Accountable","Too much time",2.11927072201392,"College graduate","South Atlantic","Moderate","Man","White"
201801108580,"Punish","About the right amount",0.70780808758964,"Associate's Degree","South Atlantic","Conservative","Man","White"
201801108582,"Punish","About the right amount",0.606541144917376,"High School Graduate","South Atlantic","Conservative","Woman","White"
201801108660,"Punish","Too little time",0.611580732623445,"College graduate","South Atlantic","Conservative","Man","White"
201801108723,"Punish","Too little time",0.375398731516865,"College graduate","South Atlantic","Conservative","Woman","White"
201801108733,"Punish","Too little time",1.20441654535557,"Some College","South Atlantic","Conservative","Man","Other"
201801108752,"Accountable","About the right amount",0.795022496948552,"College graduate","South Atlantic","Moderate","Man","White"
201801108853,"Accountable","About the right amount",0.714501862109072,"Some College","South Atlantic","Moderate","Woman","White"
201801108904,"Accountable","Too much time",0.241998495437998,"Postgraduate","South Atlantic","Liberal","Man","White"
201801108927,"Punish","Too little time",0.411172438056805,"Postgraduate","South Atlantic","Conservative","Man","White"
201801109000,"Accountable","Too much time",0.730031358839985,"High School Graduate","South Atlantic","Liberal","Woman","White"
201801109130,"Accountable","Too much time",0.474294830016677,"Postgraduate","South Atlantic","Very Liberal","Woman","White"
201801109154,"Punish","Too little time",0.660040068527146,"Postgraduate","South Atlantic","Conservative","Woman","White"
201801109260,"Accountable","About the right amount",4.20759769606235,"Some College","South Atlantic","Moderate","Man","White"
201801109342,"Accountable","Too little time",0.929928651671232,"Some College","South Atlantic","Liberal","Woman","White"
201801109377,"Accountable","Too much time",1.7517276080782,"Postgraduate","South Atlantic","Very Liberal","Man","White"
201801109418,"Accountable","Too much time",2.17076011561791,"Some College","South Atlantic","Moderate","Woman","Black"
201801109438,"Accountable","About the right amount",0.321585072140964,"Some College","South Atlantic","Very Conservative","Woman","White"
201801109546,"Accountable","About the right amount",2.84300426631571,"Some College","South Atlantic","Moderate","Woman","Other"
201801109602,"Punish","About the right amount",1.18446268809554,"High School Graduate","South Atlantic","Moderate","Man","White"
201801109613,"Punish","About the right amount",0.646650539887385,"College graduate","South Atlantic","Conservative","Woman","Hispanic"
201801109743,"Accountable","Too much time",0.375755003005241,"Some College","South Atlantic","Moderate","Woman","Black"
201801109782,"Punish","Too little time",1.20272335759314,"High School Graduate","South Atlantic","Moderate","Man","White"
201801109808,"Punish","Too much time",1.22365645012928,"Some College","South Atlantic","Conservative","Woman","White"
201801109875,"Punish","Too little time",0.382523898975401,"Postgraduate","South Atlantic","Moderate","Man","White"
201801109882,"Punish","About the right amount",0.377051036641425,"Postgraduate","South Atlantic","Conservative","Woman","White"
201801109900,"Accountable","About the right amount",0.719248499276662,"Some College","South Atlantic","Conservative","Man","White"
201801109983,"Accountable","Too much time",0.372741814262831,"Postgraduate","New England","Liberal","Woman","Black"
201801110054,"Punish","About the right amount",0.66118868313742,"College graduate","South Atlantic","Very Conservative","Woman","White"
201801110068,"Punish","Too much time",1.04034093080546,"Postgraduate","South Atlantic","Moderate","Man","Hispanic"
201801110141,"Accountable","Too little time",0.35773113321915,"Postgraduate","South Atlantic","Liberal","Woman","White"
201801110143,"Accountable","Too much time",0.580522577249725,"Some College","South Atlantic","Moderate","Woman","White"
201801110176,"Punish","About the right amount",1.6946974418573,"High School Graduate","South Atlantic","Conservative","Woman","White"
201801110206,"Accountable","Too much time",0.741045143157956,"Associate's Degree","South Atlantic","Conservative","Woman","White"
201801110212,"Accountable","Too much time",0.623612741820083,"College graduate","South Atlantic","Liberal","Woman","White"
201801110315,"Accountable","Too little time",0.237625162728012,"Postgraduate","South Atlantic","Conservative","Man","White"
201801110358,"Accountable","Too little time",0.425095322174164,"Some College","South Atlantic","Liberal","Man","White"
201801110391,"Punish","Too little time",0.587618822887242,"Associate's Degree","South Atlantic","Conservative","Man","White"
201801110439,"Accountable","Too much time",1.86037844634092,"Some College","South Atlantic","Very Liberal","Man","White"
201801110573,"Punish","Too much time",0.345720901417405,"Some College","South Atlantic","Very Conservative","Woman","Hispanic"
201801110602,"Punish","About the right amount",0.740345699051061,"College graduate","South Atlantic","Very Conservative","Woman","Black"
201801110641,"Punish","Too much time",0.559561596778881,"Some College","South Atlantic","Moderate","Man","White"
201801110663,"Accountable","Too little time",1.07344799475169,"Associate's Degree","South Atlantic","Conservative","Woman","Hispanic"
201801110692,"Accountable","Too much time",0.64131801957353,"Postgraduate","South Atlantic","Very Liberal","Man","White"
201801110718,"Punish","About the right amount",0.529179619899544,"Associate's Degree","South Atlantic","Very Conservative","Woman","White"
201801110785,"Punish","About the right amount",0.532580230215678,"College graduate","South Atlantic","Conservative","Man","Refused"
201801110880,"Accountable","Too much time",0.611173865517398,"High School Graduate","South Atlantic","Liberal","Woman","White"
201801110904,"Accountable","Too much time",1.50084401592761,"High School Graduate","South Atlantic","Moderate","Woman","White"
201801110936,"Punish","Too little time",0.360255431732855,"Postgraduate","South Atlantic","Conservative","Man","White"
201801110958,"Punish","About the right amount",0.341620550376132,"Some College","South Atlantic","Conservative","Man","White"
201801111023,"Accountable","Too much time",0.345599274738827,"Postgraduate","South Atlantic","Moderate","Woman","Black"
201801111029,"Punish","Too little time",0.468458364784196,"Postgraduate","South Atlantic","Moderate","Woman","White"
201801111037,"Accountable","Too much time",1.19067292899469,"High School Graduate","South Atlantic","Liberal","Woman","White"
201801111099,"Accountable","Too little time",2.04076345592535,"College graduate","South Atlantic","Conservative","Man","Hispanic"
201801111333,"Punish","Too little time",1.1416243385764,"High School Graduate","South Atlantic","Very Conservative","Man","White"
201801111581,"Accountable","Too much time",1.26060290039932,"High School Graduate","South Atlantic","Liberal","Man","White"
201801111789,"Accountable","Too little time",1.92409825824428,"College graduate","South Atlantic","Very Liberal","Other","Hispanic"
201801112078,"Accountable","Too little time",0.725186144446455,"Associate's Degree","South Atlantic","Very Conservative","Woman","White"
201801112121,"Accountable","Too little time",0.536809470180497,"Postgraduate","South Atlantic","Very Conservative","Man","White"
201801112131,"Accountable","Too little time",0.472389423983789,"College graduate","South Atlantic","Moderate","Woman","White"
201801112137,"Accountable","Too much time",0.769477969369555,"Postgraduate","South Atlantic","Conservative","Woman","White"
201801112144,"Punish","Too little time",0.373898479424018,"Postgraduate","South Atlantic","Very Conservative","Woman","White"
201801112192,"Accountable","Too little time",0.848386797628555,"College graduate","South Atlantic","Moderate","Woman","White"
201801112209,"Accountable","Too much time",0.604948309449446,"College graduate","South Atlantic","Liberal","Woman","White"
201801112228,"Punish","About the right amount",0.346202084924228,"Postgraduate","South Atlantic","Conservative","Man","White"
201801112261,"Punish","Too little time",0.338443674610073,"Postgraduate","South Atlantic","Conservative","Woman","White"
201801112268,"Accountable","Too little time",0.405591150968998,"Postgraduate","South Atlantic","Liberal","Man","White"
201801112336,"Punish","About the right amount",0.260870948042393,"College graduate","South Atlantic","Conservative","Man","White"
201801112366,"Punish","About the right amount",0.6064807450021,"Associate's Degree","South Atlantic","Conservative","Man","White"
201801112446,"Accountable","About the right amount",0.376741738198207,"Some College","South Atlantic","Moderate","Woman","White"
201801112468,"Accountable","About the right amount",0.423144061409935,"College graduate","South Atlantic","Liberal","Man","White"
201801112524,"Accountable","About the right amount",0.312654779226136,"Some College","South Atlantic","Liberal","Woman","White"
201801112554,"Punish","About the right amount",0.558751651302832,"College graduate","South Atlantic","Conservative","Man","White"
201801112599,"Punish","Too much time",0.494704407710587,"Associate's Degree","South Atlantic","Liberal","Woman","Black"
201801112674,"Accountable","About the right amount",0.386163883991663,"Some College","South Atlantic","Conservative","Man","White"
201801112768,"Accountable","About the right amount",0.360255431732855,"College graduate","South Atlantic","Very Conservative","Man","White"
201801112819,"Accountable","Too little time",1.50611147895499,"High School Graduate","South Atlantic","Moderate","Woman","White"
201801112870,"Punish","About the right amount",1.10502715097009,"Associate's Degree","South Atlantic","Conservative","Woman","Black"
201801112921,"Accountable","Too little time",1.69038196273384,"Less Than High School","South Atlantic","Moderate","Woman","White"
201801112960,"Accountable","Too much time",0.49580634359584,"College graduate","South Atlantic","Liberal","Man","White"
201801112979,"Punish","Too little time",0.171304623937092,"College graduate","South Atlantic","Moderate","Man","White"
201801113022,"Punish","About the right amount",0.655111853744111,"College graduate","South Atlantic","Conservative","Woman","White"
201801113025,"Accountable","Too much time",0.469889135499823,"College graduate","South Atlantic","Liberal","Woman","White"
201801113097,"Punish","About the right amount",0.473291317507699,"College graduate","South Atlantic","Conservative","Man","White"
201801113156,"Accountable","About the right amount",0.582683685533897,"College graduate","South Atlantic","Liberal","Woman","Black"
201801113220,"Accountable","About the right amount",1.7156815622963,"Some College","South Atlantic","Liberal","Woman","Black"
201801113305,"Punish","About the right amount",0.632068705326974,"Associate's Degree","South Atlantic","Conservative","Woman","White"
201801113387,"Accountable","Too little time",0.601950786193326,"Associate's Degree","South Atlantic","Moderate","Man","White"
201801113413,"Accountable","About the right amount",0.463060121597996,"Postgraduate","South Atlantic","Liberal","Woman","Black"
201801113468,"Accountable","Too much time",0.375563544894115,"College graduate","South Atlantic","Moderate","Man","White"
201801113512,"Punish","About the right amount",0.567770701944114,"Some College","South Atlantic","Conservative","Man","White"
201801113650,"Punish","About the right amount",1.57709581481259,"Less Than High School","South Atlantic","Moderate","Woman","Black"
201801113717,"Accountable","Too much time",8.0367089863816,"High School Graduate","South Atlantic","Conservative","Man","White"
201801113790,"Punish","Too little time",1.20272335759314,"High School Graduate","South Atlantic","Conservative","Man","White"
201801113814,"Accountable","Too little time",0.611668026494981,"Some College","South Atlantic","Conservative","Woman","White"
201801113857,"Punish","About the right amount",0.810846149768689,"Postgraduate","South Atlantic","Very Conservative","Man","Asian"
201801113955,"Accountable","Too little time",0.470321713905724,"College graduate","South Atlantic","Moderate","Woman","White"
201801113994,"Punish","About the right amount",0.74989603080045,"Postgraduate","South Atlantic","Conservative","Man","White"
201801114023,"Punish","Too little time",0.791260501685185,"Some College","South Atlantic","Conservative","Man","White"
201801114079,"Punish","Too little time",0.313972298043265,"College graduate","South Atlantic","Conservative","Man","Other"
201801114161,"Accountable","Too little time",0.587618822887242,"Some College","South Atlantic","Conservative","Man","White"
201801114272,"Accountable","Too little time",1.51626345830175,"Postgraduate","South Atlantic","Moderate","Man","White"
201801114336,"Punish","Too little time",0.3122693375741,"Some College","South Atlantic","Conservative","Man","White"
201801114416,"Accountable","Too much time",0.290137100167725,"Postgraduate","South Atlantic","Liberal","Woman","Other"
201801114419,"Accountable","Too much time",0.717811997424919,"Postgraduate","South Atlantic","Moderate","Refused to Answer","White"
201801114430,"Accountable","About the right amount",0.894260419462921,"Associate's Degree","South Atlantic","Moderate","Man","White"
201801114502,"Punish","About the right amount",0.219347570396674,"College graduate","South Atlantic","Very Conservative","Man","Refused"
201801114506,"Accountable","Too little time",0.710461004569765,"Some College","South Atlantic","Very Conservative","Man","White"
201801114518,"Punish","Too little time",0.497502724332988,"Postgraduate","South Atlantic","Moderate","Woman","White"
201801114525,"Accountable","Too much time",0.476871157744924,"College graduate","South Atlantic","Moderate","Woman","White"
201801114712,"Punish","About the right amount",0.420294542747884,"College graduate","South Atlantic","Conservative","Woman","White"
201801114716,"Accountable","About the right amount",0.541110555024602,"Some College","South Atlantic","Moderate","Woman","White"
201801114758,"Accountable","Too much time",0.479789821033063,"Some College","South Atlantic","Moderate","Woman","White"
201801114814,"Accountable","About the right amount",0.396107160309948,"Some College","South Atlantic","Moderate","Woman","White"
201801114897,"Punish","About the right amount",0.300533734482601,"Associate's Degree","South Atlantic","Moderate","Woman","White"
201801114898,"Accountable","About the right amount",2.03420284568216,"Some College","South Atlantic","Conservative","Woman","Hispanic"
201801114941,"Punish","About the right amount",0.404714327735421,"Postgraduate","South Atlantic","Moderate","Man","White"
201801115059,"Accountable","Too little time",0.928437452603436,"Postgraduate","South Atlantic","Very Conservative","Woman","White"
