"id","childs","age","agekdbrn","educ","class","memnum","racehisp","geography","religion","place","female","degree","agekdbrn_30plus"
1441,3,52,20,12,"Middle class",1,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",0
1442,3,65,22,12,"Middle class",2,"White","Smaller city","Protestant","Midwest","No","HS Diploma",0
1442,5,50,NA,12,"Working class",0,"White","Suburb","Protestant","Midwest","Yes","HS Diploma",NA
1443,3,81,19,11,"Working class",2,"White","Smaller city","Protestant","Midwest","Yes","Less Than HS",0
1445,2,28,20,11,"Working class",0,"White","Smaller city","None","Midwest","Yes","Less Than HS",0
1446,0,41,NA,13,"Lower class",0,"White","Smaller city","None","Midwest","Yes","Some College",NA
1448,3,28,22,12,"Working class",2,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",0
1448,2,35,NA,16,"Middle class",6,"White","Suburb","Jewish","Midwest","Yes","College Degree",NA
1451,0,23,NA,16,"Middle class",1,"White","Smaller city","Protestant","Southeast","No","College Degree",NA
1452,0,24,NA,16,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","College Degree",NA
1453,3,72,18,15,"Upper class",2,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
1457,6,61,19,11,"Working class",1,"White","Smaller city","Protestant","Southeast","No","Less Than HS",0
1458,0,21,NA,15,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
1459,0,42,NA,12,"Working class",2,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
1463,3,49,25,16,"Middle class",2,"Other","Smaller city","Eastern","Southeast","No","College Degree",0
1464,3,38,27,18,"Middle class",6,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
1464,4,64,NA,12,"Working class",0,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
1465,1,19,19,9,"Working class",1,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
1466,1,32,26,17,"Middle class",6,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",0
1468,1,54,20,17,"Middle class",0,"Black","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
1470,2,25,19,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
1473,4,56,NA,13,"Working class",2,"White","Smaller city","Protestant","Midwest","No","Some College",NA
1475,0,23,NA,16,"Middle class",8,"White","Smaller city","Protestant","Southeast","Yes","College Degree",NA
1476,4,74,24,12,"Middle class",0,"Black","Smaller city","Protestant","Southeast","No","HS Diploma",0
1476,1,32,NA,13,"Working class",4,"White","Smaller city","Protestant","Midwest","Yes","Some College",NA
1477,2,39,20,9,"Working class",0,"White","Smaller city","None","Southeast","No","Less Than HS",0
1479,1,24,23,12,"Lower class",1,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
1480,1,46,26,14,"Lower class",1,"Black","Smaller city","Protestant","Southeast","No","Some College",0
1481,4,57,20,12,"Working class",1,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
1483,2,34,21,15,"Working class",2,"Black","Smaller city","Protestant","Southeast","Yes","Some College",0
1485,2,29,NA,14,"Working class",1,"White","Smaller city","None","Midwest","Yes","Some College",NA
1486,3,50,21,11,"Lower class",0,"Black","Suburb","Protestant","Southeast","Yes","Less Than HS",0
1492,2,60,20,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
1492,2,33,NA,16,"Middle class",3,"White","Suburb","Protestant","Midwest","No","College Degree",NA
1493,0,43,NA,14,"Working class",1,"White","Smaller city","Catholic","Southeast","Yes","Some College",NA
1494,0,62,NA,12,"Middle class",8,"White","Suburb","Catholic","Midwest","Yes","HS Diploma",NA
1494,3,40,19,16,"Middle class",2,"White","Smaller city","None","Southeast","No","College Degree",0
1495,5,70,NA,12,"Working class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
1496,1,79,22,11,"Middle class",1,"White","Smaller city","None","Southeast","Yes","Less Than HS",0
1500,3,48,20,13,"Working class",1,"White","Smaller city","Protestant","Southeast","No","Some College",0
1503,6,67,NA,12,"Middle class",2,"Black","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
1505,0,21,NA,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
1506,0,60,NA,16,"Middle class",1,"White","Smaller city","Catholic","Southeast","No","College Degree",NA
1507,7,75,NA,8,"Middle class",2,"White","Smaller city","Protestant","Midwest","Yes","Less Than HS",NA
1507,0,21,NA,12,"Working class",0,"White","Smaller city","None","Southeast","Yes","HS Diploma",NA
1509,3,68,18,11,"Middle class",0,"White","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
1510,1,39,24,12,"Middle class",2,"White","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
1511,2,44,34,14,"Working class",7,"White","Smaller city","Protestant","Southeast","No","Some College",1
1516,2,89,21,8,"Working class",0,"White","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
1517,2,55,21,13,"Working class",1,"White","Smaller city","None","Southeast","Yes","Some College",0
1518,2,64,24,13,"Middle class",0,"White","Smaller city","Other","Southeast","Yes","Some College",0
1519,2,80,NA,12,"Middle class",1,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
1523,2,32,18,12,"Working class",2,"White","Smaller city","Other","Southeast","Yes","HS Diploma",0
1524,2,36,18,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
1525,3,80,25,15,"Middle class",1,"White","Smaller city","Catholic","Southeast","No","Some College",0
1526,3,87,29,14,"Middle class",2,"White","Smaller city","Protestant","Southeast","No","Some College",0
1528,4,66,NA,12,"Working class",0,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
1528,2,71,22,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
1529,1,57,24,14,"Upper class",0,"White","Smaller city","None","Southeast","Yes","Some College",0
1530,2,36,NA,12,"Working class",4,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
1531,0,21,NA,14,"Middle class",0,"White","Smaller city","Catholic","Southeast","Yes","Some College",NA
1535,0,57,NA,17,"Middle class",5,"White","Smaller city","Protestant","Midwest","Yes","Grad/Prof Degree",NA
1537,3,38,17,9,"Lower class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
1539,1,25,22,14,"Working class",0,"Hispanic","Smaller city","Protestant","Southeast","No","Some College",0
1540,2,30,21,13,"Working class",0,"White","Smaller city","Catholic","Southeast","Yes","Some College",0
1541,5,73,18,10,"Middle class",0,"Other","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
1542,0,44,NA,9,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
1543,3,59,18,14,"Middle class",1,"White","Smaller city","None","Southeast","No","Some College",0
1547,1,32,18,20,"Middle class",5,"Black","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",0
1548,3,52,24,13,"Working class",3,"Black","Smaller city","Protestant","Southeast","No","Some College",0
1550,0,39,NA,18,"Working class",0,"White","Smaller city","Protestant","Midwest","No","Grad/Prof Degree",NA
1551,2,47,23,11,"Working class",1,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
1554,0,45,NA,10,"Lower class",2,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
1557,2,23,21,12,"Working class",2,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
1558,5,43,19,9,"Working class",1,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
1559,3,30,20,16,"Working class",1,"Black","Smaller city","None","Southeast","Yes","College Degree",0
1561,2,30,NA,7,"Working class",0,"White","Rural","Protestant","Southeast","No","Less Than HS",NA
1561,0,50,NA,8,"Working class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",NA
1562,1,29,NA,14,"Lower class",2,"White","Rural","Protestant","Southeast","No","Some College",NA
1562,4,75,31,20,"Middle class",1,"Hispanic","Smaller city","None","Southeast","No","Grad/Prof Degree",1
1565,1,36,30,14,"Working class",5,"Black","Smaller city","Protestant","Southeast","Yes","Some College",1
1566,5,43,15,11,"Working class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
1567,2,26,18,13,"Middle class",2,"Black","Smaller city","None","Southeast","Yes","Some College",0
1568,3,71,NA,11,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
1569,0,34,NA,16,"Working class",0,"White","Smaller city","Catholic","Southeast","No","College Degree",NA
1570,0,64,NA,12,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
1573,2,28,23,12,"Working class",1,"Black","Smaller city","Eastern","Southeast","No","HS Diploma",0
1574,1,50,25,14,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
1575,2,70,NA,17,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
1575,0,20,NA,11,"Working class",0,"White","Smaller city","None","Southeast","No","Less Than HS",NA
1578,0,26,NA,12,"Working class",1,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
1581,1,51,33,12,"Working class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",1
1583,0,64,NA,12,"Working class",0,"White","Smaller city","Other","Southeast","Yes","HS Diploma",NA
1583,1,58,NA,15,"Middle class",2,"White","Smaller city","Catholic","Southeast","Yes","Some College",NA
1585,2,48,NA,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
1585,0,26,NA,16,"Middle class",1,"Other","Smaller city","Protestant","Southeast","Yes","College Degree",NA
1587,8,81,19,11,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
1588,0,83,NA,14,"Working class",0,"White","Smaller city","Jewish","Southeast","No","Some College",NA
1590,0,25,NA,12,"Working class",0,"White","Suburb","Catholic","Southeast","Yes","HS Diploma",NA
1591,3,45,29,14,"Working class",0,"White","Suburb","None","Southeast","Yes","Some College",0
1592,0,48,NA,14,"Working class",0,"White","Suburb","None","Southeast","No","Some College",NA
1596,2,23,17,15,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","Some College",0
1597,7,71,17,14,"Lower class",0,"Black","Smaller city","Protestant","Southeast","Yes","Some College",0
1598,0,21,NA,12,"Middle class",0,"Other","Smaller city","Catholic","Southeast","No","HS Diploma",NA
1600,2,50,17,16,"Lower class",0,"Black","Smaller city","Protestant","Southeast","Yes","College Degree",0
1601,2,31,17,9,"Middle class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
1601,4,33,NA,9,"Lower class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
1602,0,47,NA,14,"Lower class",0,"Black","Smaller city","None","Southeast","No","Some College",NA
1605,0,36,NA,20,"Working class",2,"White","Smaller city","Catholic","Southeast","Yes","Grad/Prof Degree",NA
1606,2,47,21,14,"Lower class",0,"Black","Smaller city","None","Southeast","No","Some College",0
1608,4,29,NA,10,"Working class",3,"White","Suburb","Protestant","Southeast","Yes","Less Than HS",NA
1611,2,67,29,16,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
1612,0,77,NA,16,"Working class",4,"White","Smaller city","Protestant","Southeast","No","College Degree",NA
1614,3,47,NA,14,"Working class",1,"Black","Suburb","Protestant","Southeast","Yes","Some College",NA
1616,3,35,NA,17,"Middle class",1,"White","Suburb","Other","Southeast","Yes","Grad/Prof Degree",NA
1617,1,38,32,16,"Working class",0,"White","Smaller city","Protestant","Southeast","No","College Degree",1
1618,1,32,31,14,"Middle class",4,"Black","Smaller city","Protestant","Southeast","Yes","Some College",1
1622,3,78,NA,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
1623,0,44,NA,19,"Middle class",6,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
1627,1,62,27,19,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
1628,1,49,NA,9,"Lower class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",NA
1630,2,58,30,17,"Middle class",0,"White","Smaller city","Catholic","Southeast","No","Grad/Prof Degree",1
1630,2,31,NA,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
1632,1,27,17,12,"Working class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
1633,6,35,NA,16,"Middle class",0,"Black","Smaller city","Protestant","Southeast","Yes","College Degree",NA
1634,2,53,20,12,"Working class",1,"Hispanic","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
1635,2,78,NA,12,"Upper class",2,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
1636,4,60,NA,16,"Working class",0,"White","Smaller city","None","Southeast","No","College Degree",NA
1637,2,58,30,20,"Middle class",4,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",1
1639,0,26,NA,12,"Working class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
1639,2,45,39,20,"Upper class",1,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",1
1640,4,43,28,20,"Middle class",2,"Black","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",0
1641,0,42,NA,17,"Middle class",2,"White","Smaller city","Other","Southeast","Yes","Grad/Prof Degree",NA
1644,0,26,NA,16,"Middle class",1,"White","Smaller city","Protestant","Southeast","No","College Degree",NA
1645,4,40,19,15,"Working class",2,"Other","Suburb","Catholic","Southeast","Yes","Some College",0
1650,0,21,NA,13,"Middle class",0,"White","Suburb","Protestant","Southeast","Yes","Some College",NA
1651,1,44,40,19,"Working class",10,"Black","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",1
1654,1,28,21,18,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
1655,1,46,NA,18,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
1656,3,75,25,14,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
1657,2,30,26,20,"Middle class",6,"Other","Smaller city","Catholic","Southeast","No","Grad/Prof Degree",0
1660,3,40,26,11,"Upper class",2,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
1661,0,48,NA,14,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
1663,0,28,NA,16,"Middle class",3,"White","Smaller city","None","Southeast","Yes","College Degree",NA
1664,0,28,NA,15,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
1665,3,56,21,13,"Working class",2,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
1666,1,51,41,16,"Middle class",8,"White","Smaller city","Protestant","Southeast","No","College Degree",1
1667,1,33,NA,14,"Lower class",7,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
1667,2,63,23,16,"Upper class",6,"White","Smaller city","Jewish","Southeast","Yes","College Degree",0
1670,0,26,NA,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
1670,2,71,21,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
1672,0,28,NA,11,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
1672,1,27,24,15,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
1673,1,27,20,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
1674,2,31,NA,10,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
1675,1,39,38,14,"Working class",1,"Hispanic","Smaller city","Other","Southeast","Yes","Some College",1
1680,2,43,28,14,"Middle class",3,"White","Smaller city","Catholic","Southeast","No","Some College",0
1682,2,50,22,16,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
1684,0,23,NA,16,"Middle class",4,"Hispanic","Smaller city","Catholic","Southeast","No","College Degree",NA
1685,2,76,33,12,"Middle class",2,"White","Smaller city","Protestant","Southeast","No","HS Diploma",1
1686,3,54,NA,16,"Middle class",3,"White","Rural","Protestant","Southeast","Yes","College Degree",NA
1686,2,49,28,20,"Middle class",4,"White","Smaller city","Catholic","Southeast","Yes","Grad/Prof Degree",0
1687,2,54,NA,4,"Lower class",2,"Black","Rural","Protestant","Southeast","No","Less Than HS",NA
1687,3,31,25,13,"Working class",5,"White","Smaller city","Protestant","Southeast","No","Some College",0
1688,3,51,30,12,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","HS Diploma",1
1689,0,23,NA,16,"Working class",7,"Black","Smaller city","Protestant","Southeast","No","College Degree",NA
1694,0,27,NA,17,"Middle class",0,"White","Smaller city","Other","Southeast","No","Grad/Prof Degree",NA
1695,2,30,28,16,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
1698,2,55,25,14,"Middle class",5,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
1699,1,58,NA,17,"Working class",3,"Black","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
1700,2,40,19,10,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
1703,1,34,NA,12,"Middle class",0,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",NA
1703,1,49,26,15,"Lower class",0,"White","Smaller city","Other","Southeast","Yes","Some College",0
1705,2,31,NA,12,"Middle class",0,"Black","Suburb","Protestant","Southeast","Yes","HS Diploma",NA
1705,2,38,30,16,"Middle class",4,"White","Smaller city","Protestant","Southeast","Yes","College Degree",1
1706,2,33,25,12,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
1707,3,60,18,11,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
1708,0,33,NA,12,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
1711,2,48,18,10,"Middle class",0,"Black","Smaller city","None","Southeast","No","Less Than HS",0
1713,1,51,NA,13,"Middle class",3,"White","Suburb","Protestant","Southeast","No","Some College",NA
1715,1,28,NA,12,"Working class",2,"White","Suburb","Catholic","Southeast","No","HS Diploma",NA
1716,1,36,30,15,"Lower class",4,"White","Smaller city","None","Southeast","Yes","Some College",1
1717,1,36,25,12,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
1719,2,47,25,14,"Middle class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","Some College",0
1722,2,27,21,12,"Working class",1,"Hispanic","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
1722,0,38,NA,17,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
1724,2,85,NA,13,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
1725,1,27,24,11,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
1726,6,62,19,9,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
1729,0,36,NA,14,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Some College",NA
1731,0,52,NA,12,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","No","HS Diploma",NA
1733,5,61,19,8,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
1737,3,75,NA,12,"Middle class",0,"White","Suburb","Catholic","Southeast","Yes","HS Diploma",NA
1739,0,35,NA,14,"Working class",1,"Hispanic","Smaller city","Catholic","Southeast","Yes","Some College",NA
1742,2,29,23,12,"Working class",0,"White","Rural","None","Southeast","No","HS Diploma",0
1745,2,57,23,17,"Middle class",5,"White","Rural","Protestant","Southeast","Yes","Grad/Prof Degree",0
1748,7,57,NA,7,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
1748,1,23,20,12,"Working class",0,"Black","Rural","Protestant","Southeast","No","HS Diploma",0
1751,3,68,20,14,"Working class",5,"White","Rural","Protestant","Southeast","Yes","Some College",0
1752,1,43,NA,16,"Middle class",1,"White","Suburb","Catholic","Southeast","No","College Degree",NA
1753,2,43,25,11,"Working class",3,"Other","Rural","Protestant","Southeast","No","Less Than HS",0
1755,0,30,NA,12,"Middle class",1,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",NA
1756,2,74,23,12,"Middle class",1,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
1757,4,59,20,5,"Working class",0,"White","Rural","Protestant","Southeast","No","Less Than HS",0
1758,3,56,23,12,"Lower class",2,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
1760,3,51,20,12,"Working class",1,"White","Rural","Protestant","Southeast","No","HS Diploma",0
1765,2,46,19,12,"Working class",0,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
1766,2,26,NA,14,"Working class",0,"Black","Suburb","Catholic","Southeast","Yes","Some College",NA
1766,2,59,26,16,"Middle class",1,"White","Rural","Protestant","Southeast","No","College Degree",0
1767,3,36,31,14,"Working class",1,"White","Rural","Protestant","Southeast","No","Some College",1
1769,0,21,NA,15,"Working class",0,"White","Smaller city","None","Southeast","No","Some College",NA
1769,4,40,NA,11,"Working class",0,"Black","Suburb","Catholic","Southeast","Yes","Less Than HS",NA
1770,2,24,20,12,"Middle class",0,"White","Smaller city","Other","Southeast","Yes","HS Diploma",0
1771,0,27,NA,15,"Working class",2,"White","Smaller city","Catholic","Southeast","Yes","Some College",NA
1772,0,34,NA,18,"Middle class",6,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
1773,0,43,NA,14,"Middle class",1,"Black","Smaller city","Protestant","Southeast","No","Some College",NA
1775,0,30,NA,16,"Working class",4,"White","Smaller city","Protestant","Southeast","Yes","College Degree",NA
1777,3,50,19,9,"Lower class",0,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
1781,1,57,27,16,"Upper class",6,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
1783,2,35,21,13,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
1784,1,21,19,10,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
1784,3,49,NA,10,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
1787,1,84,NA,11,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
1788,3,79,21,12,"Middle class",1,"White","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
1790,2,68,NA,17,"Middle class",2,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
1790,2,63,27,13,"Middle class",4,"White","Smaller city","Catholic","Southeast","No","Some College",0
1793,2,32,27,16,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
1795,1,30,25,15,"Working class",2,"White","Smaller city","Protestant","Southeast","No","Some College",0
1796,0,23,NA,17,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
1796,1,58,NA,12,"Working class",2,"White","Smaller city","Catholic","Southeast","No","HS Diploma",NA
1798,0,30,NA,16,"Middle class",4,"Black","Smaller city","Protestant","Southeast","No","College Degree",NA
1799,4,42,17,12,"Middle class",0,"Black","Smaller city","None","Southeast","Yes","HS Diploma",0
1800,3,43,NA,14,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Some College",NA
1800,2,47,18,12,"Lower class",1,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
1801,1,56,31,13,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","Some College",1
1804,3,52,27,12,"Middle class",1,"Black","Smaller city","Protestant","Southeast","No","HS Diploma",0
1807,1,53,22,14,"Middle class",1,"White","Smaller city","Protestant","West","Yes","Some College",0
1808,2,66,20,15,"Working class",1,"White","Smaller city","None","West","Yes","Some College",0
1811,0,62,NA,17,"Upper class",6,"White","Smaller city","Catholic","Southeast","Yes","Grad/Prof Degree",NA
1811,0,48,NA,12,"Working class",0,"White","Smaller city","None","West","Yes","HS Diploma",NA
1812,4,55,19,12,"Working class",0,"White","Smaller city",NA,"West","Yes","HS Diploma",0
1813,2,72,19,12,"Working class",1,"White","Smaller city","Catholic","West","Yes","HS Diploma",0
1814,0,21,NA,15,"Middle class",1,"White","Smaller city","None","West","No","Some College",NA
1817,3,57,19,12,"Working class",2,"White","Smaller city","Protestant","West","Yes","HS Diploma",0
1818,0,35,NA,14,"Upper class",1,"White","Suburb","None","Southeast","Yes","Some College",NA
1820,1,24,24,15,"Middle class",1,"White","Smaller city","Protestant","West","Yes","Some College",0
1823,2,64,28,18,"Middle class",0,"White","Smaller city","Catholic","West","No","Grad/Prof Degree",0
1824,2,42,19,12,"Middle class",1,"White","Smaller city","Protestant","West","Yes","HS Diploma",0
1825,1,19,NA,11,"Lower class",0,"White","Smaller city","None","Southeast","Yes","Less Than HS",NA
1826,4,36,27,14,"Working class",4,"White","Smaller city","Protestant","West","Yes","Some College",0
1827,3,61,25,12,"Working class",1,"White","Smaller city","Protestant","West","No","HS Diploma",0
1831,2,82,NA,12,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
1832,0,29,NA,20,"Middle class",2,"White","Smaller city","Other","West","No","Grad/Prof Degree",NA
1833,0,20,NA,13,"Working class",3,"White","Smaller city","Other","West","No","Some College",NA
1834,0,30,NA,16,"Working class",2,"White","Smaller city","Protestant","West","No","College Degree",NA
1837,1,63,17,13,"Upper class",2,"White","Smaller city","Protestant","West","Yes","Some College",0
1838,1,38,32,12,"Middle class",1,"White","Smaller city","Other","West","No","HS Diploma",1
1839,1,70,26,14,"Working class",0,"White","Smaller city","Protestant","West","No","Some College",0
1840,2,75,30,16,"Middle class",0,"White","Smaller city","Protestant","West","No","College Degree",1
1842,1,52,NA,16,"Upper class",5,"White","Smaller city","Protestant","Southeast","Yes","College Degree",NA
1843,3,47,24,14,"Working class",1,"White","Smaller city","Protestant","West","No","Some College",0
1844,2,44,21,12,"Middle class",1,"White","Smaller city","Protestant","West","Yes","HS Diploma",0
1846,5,58,20,13,"Middle class",2,"White","Smaller city","Protestant","West","Yes","Some College",0
1847,0,32,NA,14,"Working class",2,"White","Smaller city","None","West","Yes","Some College",NA
1848,0,34,NA,15,"Middle class",2,"White","Suburb","Catholic","Southeast","No","Some College",NA
1848,2,48,39,20,"Middle class",3,"White","Smaller city","None","West","No","Grad/Prof Degree",1
1849,2,26,21,12,"Working class",0,"White","Smaller city","Catholic","West","Yes","HS Diploma",0
1850,1,23,18,11,"Middle class",0,"Hispanic","Smaller city","Protestant","West","Yes","Less Than HS",0
1851,1,36,25,14,"Working class",7,"White","Smaller city","Catholic","West","No","Some College",0
1852,0,47,NA,10,"Working class",1,"White","Smaller city","Protestant","West","No","Less Than HS",NA
1855,0,49,NA,13,"Middle class",3,"White","Smaller city","Protestant","West","No","Some College",NA
1856,0,23,NA,12,"Working class",0,"White","Smaller city","Other","West","No","HS Diploma",NA
1857,1,75,23,15,"Middle class",2,"White","Smaller city","Protestant","West","Yes","Some College",0
1859,0,28,NA,18,"Middle class",5,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
1859,3,71,19,12,"Middle class",2,"White","Smaller city","Protestant","West","Yes","HS Diploma",0
1860,0,31,NA,13,"Middle class",1,"Hispanic","Smaller city","Other","West","No","Some College",NA
1864,0,48,NA,8,"Middle class",0,"White","Smaller city","Protestant","West","No","Less Than HS",NA
1865,2,39,NA,8,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
1865,1,40,31,16,"Middle class",4,"White","Smaller city","Protestant","West","Yes","College Degree",1
1869,0,31,NA,15,"Working class",2,"White","Smaller city","Protestant","Southeast","No","Some College",NA
1869,0,28,NA,16,"Middle class",3,"White","Smaller city","Protestant","West","No","College Degree",NA
1871,2,51,22,14,"Middle class",2,"White","Suburb","Protestant","West","Yes","Some College",0
